disease,disease_id,gene_set,cell_type,cell_type_class,marker_source,overlap,gene_count,background_count,effect_size,p_value,genes,fdr
Major depressive disorder,major_depression,stringent,medium spiny neuron,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,37,200,2.1124324324324326,0.3793545900555127,DRD2,0.8061285038679645
Major depressive disorder,major_depression,stringent,pericyte,Endothelial and mural cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,37,200,2.1124324324324326,0.3793545900555127,CDH6,0.8061285038679645
Major depressive disorder,major_depression,stringent,thalamic excitatory,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,37,200,2.1124324324324326,0.3793545900555127,LIN28B,0.8061285038679645
Major depressive disorder,major_depression,stringent,vascular associated smooth muscle cell,Endothelial and mural cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,37,200,2.1124324324324326,0.3793545900555127,CDH6,0.8061285038679645
Major depressive disorder,major_depression,stringent,LAMP5-LHX6 and Chandelier,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,37,200,0.0,1.0,,1.0
Major depressive disorder,major_depression,stringent,MGE interneuron,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,37,200,0.0,1.0,,1.0
Major depressive disorder,major_depression,stringent,astrocyte,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,37,200,0.0,1.0,,1.0
Major depressive disorder,major_depression,stringent,central nervous system macrophage,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,37,200,0.0,1.0,,1.0
Major depressive disorder,major_depression,stringent,choroid plexus epithelial cell,Ciliated cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,37,200,0.0,1.0,,1.0
Major depressive disorder,major_depression,stringent,committed oligodendrocyte precursor,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,37,200,0.0,1.0,,1.0
Major depressive disorder,major_depression,stringent,endothelial cell,Endothelial and mural cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,37,200,0.0,1.0,,1.0
Major depressive disorder,major_depression,stringent,ependymal cell,Ciliated cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,37,200,0.0,1.0,,1.0
Major depressive disorder,major_depression,stringent,fibroblast,Mesenchymal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,37,200,0.0,1.0,,1.0
Major depressive disorder,major_depression,stringent,hippocampal CA4,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,37,200,0.0,1.0,,1.0
Major depressive disorder,major_depression,stringent,hippocampal dentate gyrus,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,37,200,0.0,1.0,,1.0
Major depressive disorder,major_depression,stringent,leukocyte,Blood and immune cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,37,200,0.0,1.0,,1.0
Major depressive disorder,major_depression,stringent,lower rhombic lip,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,37,200,0.0,1.0,,1.0
Major depressive disorder,major_depression,stringent,midbrain-derived inhibitory,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,37,200,0.0,1.0,,1.0
Major depressive disorder,major_depression,stringent,oligodendrocyte,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,37,200,0.0,1.0,,1.0
Major depressive disorder,major_depression,stringent,oligodendrocyte precursor cell,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,37,200,0.0,1.0,,1.0
Major depressive disorder,major_depression,stringent,splatter,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,37,186,0.0,1.0,,1.0
Major depressive disorder,major_depression,stringent,upper-layer intratelencephalic,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,37,200,0.0,1.0,,1.0
Major depressive disorder,major_depression,weighted,amygdala excitatory,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,9,145,200,4.851310344827586,0.00010393658926050376,ESR1;KCNV2;NEGR1;PCDH8;RAB27B;RAB3B;RBFOX1;SHISA9;TENM2,0.0035338440348571276
Major depressive disorder,major_depression,weighted,miscellaneous,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,7,145,200,3.7732413793103445,0.002640236915798661,DCC;LIN28B;MEF2C;RAB27B;RAB3B;SHISA9;TENM2,0.04488402756857724
Major depressive disorder,major_depression,weighted,hippocampal CA1-3,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,6,145,200,3.234206896551724,0.010909636195626205,BHLHE22;CCSER1;LIN28B;PRSS55;RBFOX1;TENM2,0.12364254355043032
Major depressive disorder,major_depression,weighted,deep-layer near-projecting,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,5,145,200,2.6951724137931032,0.03870390502780264,ASIC2;CDH6;FARP1;RAB3B;WNT7B,0.3289831927363224
Major depressive disorder,major_depression,weighted,cerebellar inhibitory,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,4,145,200,2.1561379310344826,0.11560178442092064,ASIC2;BHLHE22;RAB3B;SORCS3,0.4367178522568113
Major depressive disorder,major_depression,weighted,ependymal cell,Ciliated cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,4,145,200,2.1561379310344826,0.11560178442092064,CCDC170;CRB1;DCDC1;NAA11,0.4367178522568113
Major depressive disorder,major_depression,weighted,mammillary body,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,4,145,200,2.1561379310344826,0.11560178442092064,CDH6;LIN28B;SHISA9;TENM2,0.4367178522568113
Major depressive disorder,major_depression,weighted,thalamic excitatory,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,4,145,200,2.1561379310344826,0.11560178442092064,CLGN;LIN28B;PRSS55;RAB3B,0.4367178522568113
Major depressive disorder,major_depression,weighted,upper rhombic lip,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,4,145,200,2.1561379310344826,0.11560178442092064,MAML3;MSRA;PAX6;USP3,0.4367178522568113
Major depressive disorder,major_depression,weighted,splatter,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,3,145,186,1.7388209121245828,0.24867220309870186,CLGN;RAB3B;VWDE,0.6890727390436809
Major depressive disorder,major_depression,weighted,Bergmann glia,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,3,145,200,1.617103448275862,0.2837358337238686,PAX6;PIPOX;PTCH1,0.6890727390436809
Major depressive disorder,major_depression,weighted,deep-layer corticothalamic and 6b,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,3,145,200,1.617103448275862,0.2837358337238686,ASIC2;RAB3B;SORCS3,0.6890727390436809
Major depressive disorder,major_depression,weighted,eccentric medium spiny neuron,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,3,145,200,1.617103448275862,0.2837358337238686,RASGRP1;RBFOX1;VWDE,0.6890727390436809
Major depressive disorder,major_depression,weighted,hippocampal CA4,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,3,145,200,1.617103448275862,0.2837358337238686,DCC;MSRA;PCDH8,0.6890727390436809
Major depressive disorder,major_depression,weighted,CGE interneuron,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,2,145,200,1.0780689655172413,0.5561208320118616,PCDH8;SORCS3,0.7563243315361317
Major depressive disorder,major_depression,weighted,LAMP5-LHX6 and Chandelier,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,2,145,200,1.0780689655172413,0.5561208320118616,ADGRG6;MEF2C,0.7563243315361317
Major depressive disorder,major_depression,weighted,MGE interneuron,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,2,145,200,1.0780689655172413,0.5561208320118616,FARP1;RAB3B,0.7563243315361317
Major depressive disorder,major_depression,weighted,choroid plexus epithelial cell,Ciliated cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,2,145,200,1.0780689655172413,0.5561208320118616,CCDC170;DCDC1,0.7563243315361317
Major depressive disorder,major_depression,weighted,committed oligodendrocyte precursor,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,2,145,200,1.0780689655172413,0.5561208320118616,CRB1;MYRF,0.7563243315361317
Major depressive disorder,major_depression,weighted,deep-layer intratelencephalic,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,2,145,200,1.0780689655172413,0.5561208320118616,CELF4;RAB27B,0.7563243315361317
Major depressive disorder,major_depression,weighted,fibroblast,Mesenchymal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,2,145,200,1.0780689655172413,0.5561208320118616,LTBP2;SERPING1,0.7563243315361317
Major depressive disorder,major_depression,weighted,medium spiny neuron,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,2,145,200,1.0780689655172413,0.5561208320118616,DCC;DRD2,0.7563243315361317
Major depressive disorder,major_depression,weighted,oligodendrocyte,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,2,145,200,1.0780689655172413,0.5561208320118616,MYRF;VRK2,0.7563243315361317
Major depressive disorder,major_depression,weighted,pericyte,Endothelial and mural cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,2,145,200,1.0780689655172413,0.5561208320118616,CDH6;SERPING1,0.7563243315361317
Major depressive disorder,major_depression,weighted,vascular associated smooth muscle cell,Endothelial and mural cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,2,145,200,1.0780689655172413,0.5561208320118616,CDH6;RBM24,0.7563243315361317
Major depressive disorder,major_depression,weighted,astrocyte,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,145,200,0.5390344827586206,0.8467750921197018,NAA11,0.8996985353771831
Major depressive disorder,major_depression,weighted,central nervous system macrophage,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,145,200,0.5390344827586206,0.8467750921197018,IGSF6,0.8996985353771831
Major depressive disorder,major_depression,weighted,endothelial cell,Endothelial and mural cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,145,200,0.5390344827586206,0.8467750921197018,ADGRG6,0.8996985353771831
Major depressive disorder,major_depression,weighted,hippocampal dentate gyrus,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,145,200,0.5390344827586206,0.8467750921197018,RFX3,0.8996985353771831
Major depressive disorder,major_depression,weighted,lower rhombic lip,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,145,200,0.5390344827586206,0.8467750921197018,FANCL,0.8996985353771831
Major depressive disorder,major_depression,weighted,oligodendrocyte precursor cell,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,145,200,0.5390344827586206,0.8467750921197018,WNT7B,0.8996985353771831
Major depressive disorder,major_depression,weighted,upper-layer intratelencephalic,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,145,200,0.5390344827586206,0.8467750921197018,KCNV2,0.8996985353771831
Major depressive disorder,major_depression,weighted,leukocyte,Blood and immune cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,145,200,0.0,1.0,,1.0
Major depressive disorder,major_depression,weighted,midbrain-derived inhibitory,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,145,200,0.0,1.0,,1.0
Migraine,migraine,broad,cerebellar inhibitory,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,6,167,200,2.80814371257485,0.020557491839613983,CHRNA2;ERICH2;GAD1;SLC24A3;SP5;TGFB3,0.30875778365613926
Migraine,migraine,broad,fibroblast,Mesenchymal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,6,167,200,2.80814371257485,0.020557491839613983,CEMIP;EYA2;LEPR;LRP1;PRDM6;RAB3IL1,0.30875778365613926
Migraine,migraine,broad,splatter,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,5,167,186,2.5162578069667116,0.04946583869713943,CHRNA2;GAD1;HOXB3;KIF26B;ROBO1,0.30875778365613926
Migraine,migraine,broad,Bergmann glia,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,5,167,200,2.3401197604790416,0.06356777898802866,CCS;GJA1;MDK;PLEKHH2;TJP2,0.30875778365613926
Migraine,migraine,broad,astrocyte,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,5,167,200,2.3401197604790416,0.06356777898802866,EYA2;GJA1;HPSE2;PRDM16;TJP2,0.30875778365613926
Migraine,migraine,broad,hippocampal CA4,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,5,167,200,2.3401197604790416,0.06356777898802866,PHACTR1;PTK2B;RIMS1;SLC24A3;YJEFN3,0.30875778365613926
Migraine,migraine,broad,mammillary body,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,5,167,200,2.3401197604790416,0.06356777898802866,ASTN2;KIF26B;MRGPRE;ONECUT2;SLC24A3,0.30875778365613926
Migraine,migraine,broad,MGE interneuron,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,4,167,200,1.8720958083832335,0.1663546646704331,ASTN2;GAD1;KIF26B;ROBO1,0.40400418562819473
Migraine,migraine,broad,choroid plexus epithelial cell,Ciliated cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,4,167,200,1.8720958083832335,0.1663546646704331,CPXM2;PRDM16;RBBP8;TGFBR2,0.40400418562819473
Migraine,migraine,broad,lower rhombic lip,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,4,167,200,1.8720958083832335,0.1663546646704331,GPR149;HOXB3;MRGPRE;TSPAN2,0.40400418562819473
Migraine,migraine,broad,medium spiny neuron,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,4,167,200,1.8720958083832335,0.1663546646704331,ATP2B1;GPR149;ONECUT2;PHACTR1,0.40400418562819473
Migraine,migraine,broad,oligodendrocyte precursor cell,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,4,167,200,1.8720958083832335,0.1663546646704331,HTRA1;PDZRN4;PLEKHH2;ZNF462,0.40400418562819473
Migraine,migraine,broad,thalamic excitatory,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,4,167,200,1.8720958083832335,0.1663546646704331,CHRNA2;GPR26;ROBO1;TSPAN2,0.40400418562819473
Migraine,migraine,broad,vascular associated smooth muscle cell,Endothelial and mural cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,4,167,200,1.8720958083832335,0.1663546646704331,FHL5;JAG1;PLCE1;TMEM51,0.40400418562819473
Migraine,migraine,broad,CGE interneuron,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,3,167,200,1.404071856287425,0.36066603739355174,CHRNA2;GAD1;YJEFN3,0.5573929668809435
Migraine,migraine,broad,amygdala excitatory,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,3,167,200,1.404071856287425,0.36066603739355174,GPR26;LINGO2;ROBO1,0.5573929668809435
Migraine,migraine,broad,deep-layer intratelencephalic,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,3,167,200,1.404071856287425,0.36066603739355174,DGKZ;PDZRN4;PHACTR1,0.5573929668809435
Migraine,migraine,broad,eccentric medium spiny neuron,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,3,167,200,1.404071856287425,0.36066603739355174,EYA2;GPR149;PHACTR1,0.5573929668809435
Migraine,migraine,broad,hippocampal CA1-3,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,3,167,200,1.404071856287425,0.36066603739355174,GPR26;PTK2B;SLC24A3,0.5573929668809435
Migraine,migraine,broad,hippocampal dentate gyrus,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,3,167,200,1.404071856287425,0.36066603739355174,PTK2B;SLC24A3;YJEFN3,0.5573929668809435
Migraine,migraine,broad,midbrain-derived inhibitory,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,3,167,200,1.404071856287425,0.36066603739355174,GAD1;LINGO2;SP5,0.5573929668809435
Migraine,migraine,broad,pericyte,Endothelial and mural cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,3,167,200,1.404071856287425,0.36066603739355174,FHL5;PLCE1;TMEM51,0.5573929668809435
Migraine,migraine,broad,LAMP5-LHX6 and Chandelier,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,2,167,200,0.9360479041916168,0.6330945074336431,GAD1;TGFB3,0.8610085301097546
Migraine,migraine,broad,miscellaneous,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,2,167,200,0.9360479041916168,0.6330945074336431,GPR26;LINGO2,0.8610085301097546
Migraine,migraine,broad,upper-layer intratelencephalic,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,2,167,200,0.9360479041916168,0.6330945074336431,GPR26;LINGO2,0.8610085301097546
Migraine,migraine,broad,central nervous system macrophage,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,167,200,0.4680239520958084,0.884905699060576,CSF1R,0.9117210232745329
Migraine,migraine,broad,committed oligodendrocyte precursor,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,167,200,0.4680239520958084,0.884905699060576,BEST1,0.9117210232745329
Migraine,migraine,broad,deep-layer corticothalamic and 6b,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,167,200,0.4680239520958084,0.884905699060576,PDZRN4,0.9117210232745329
Migraine,migraine,broad,deep-layer near-projecting,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,167,200,0.4680239520958084,0.884905699060576,PDZRN4,0.9117210232745329
Migraine,migraine,broad,ependymal cell,Ciliated cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,167,200,0.4680239520958084,0.884905699060576,GJA1,0.9117210232745329
Migraine,migraine,broad,leukocyte,Blood and immune cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,167,200,0.4680239520958084,0.884905699060576,SERPINA1,0.9117210232745329
Migraine,migraine,broad,oligodendrocyte,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,167,200,0.4680239520958084,0.884905699060576,BEST1,0.9117210232745329
Migraine,migraine,broad,upper rhombic lip,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,167,200,0.4680239520958084,0.884905699060576,RIMS1,0.9117210232745329
Migraine,migraine,broad,endothelial cell,Endothelial and mural cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,167,200,0.0,1.0,,1.0
Migraine,migraine,stringent,mammillary body,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,4,41,200,7.625365853658536,0.0018183746790789413,ASTN2;KIF26B;MRGPRE;SLC24A3,0.061824739088684
Migraine,migraine,stringent,astrocyte,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,3,41,200,5.719024390243901,0.01539382654288789,HPSE2;PRDM16;TJP2,0.10467802049163764
Migraine,migraine,stringent,hippocampal CA1-3,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,3,41,200,5.719024390243901,0.01539382654288789,GPR26;PTK2B;SLC24A3,0.10467802049163764
Migraine,migraine,stringent,hippocampal CA4,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,3,41,200,5.719024390243901,0.01539382654288789,PHACTR1;PTK2B;SLC24A3,0.10467802049163764
Migraine,migraine,stringent,oligodendrocyte precursor cell,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,3,41,200,5.719024390243901,0.01539382654288789,HTRA1;PDZRN4;ZNF462,0.10467802049163764
Migraine,migraine,stringent,MGE interneuron,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,2,41,200,3.812682926829268,0.09658283430958364,ASTN2;KIF26B,0.20523852290786523
Migraine,migraine,stringent,amygdala excitatory,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,2,41,200,3.812682926829268,0.09658283430958364,GPR26;LINGO2,0.20523852290786523
Migraine,migraine,stringent,choroid plexus epithelial cell,Ciliated cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,2,41,200,3.812682926829268,0.09658283430958364,PRDM16;TGFBR2,0.20523852290786523
Migraine,migraine,stringent,deep-layer intratelencephalic,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,2,41,200,3.812682926829268,0.09658283430958364,PDZRN4;PHACTR1,0.20523852290786523
Migraine,migraine,stringent,hippocampal dentate gyrus,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,2,41,200,3.812682926829268,0.09658283430958364,PTK2B;SLC24A3,0.20523852290786523
Migraine,migraine,stringent,lower rhombic lip,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,2,41,200,3.812682926829268,0.09658283430958364,MRGPRE;TSPAN2,0.20523852290786523
Migraine,migraine,stringent,medium spiny neuron,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,2,41,200,3.812682926829268,0.09658283430958364,ATP2B1;PHACTR1,0.20523852290786523
Migraine,migraine,stringent,miscellaneous,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,2,41,200,3.812682926829268,0.09658283430958364,GPR26;LINGO2,0.20523852290786523
Migraine,migraine,stringent,thalamic excitatory,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,2,41,200,3.812682926829268,0.09658283430958364,GPR26;TSPAN2,0.20523852290786523
Migraine,migraine,stringent,upper-layer intratelencephalic,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,2,41,200,3.812682926829268,0.09658283430958364,GPR26;LINGO2,0.20523852290786523
Migraine,migraine,stringent,vascular associated smooth muscle cell,Endothelial and mural cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,2,41,200,3.812682926829268,0.09658283430958364,FHL5;JAG1,0.20523852290786523
Migraine,migraine,stringent,splatter,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,41,186,2.04982953055337,0.3882330133509044,KIF26B,0.5369233728408029
Migraine,migraine,stringent,Bergmann glia,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,41,200,1.906341463414634,0.4105884615841434,TJP2,0.5369233728408029
Migraine,migraine,stringent,cerebellar inhibitory,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,41,200,1.906341463414634,0.4105884615841434,SLC24A3,0.5369233728408029
Migraine,migraine,stringent,deep-layer corticothalamic and 6b,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,41,200,1.906341463414634,0.4105884615841434,PDZRN4,0.5369233728408029
Migraine,migraine,stringent,deep-layer near-projecting,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,41,200,1.906341463414634,0.4105884615841434,PDZRN4,0.5369233728408029
Migraine,migraine,stringent,eccentric medium spiny neuron,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,41,200,1.906341463414634,0.4105884615841434,PHACTR1,0.5369233728408029
Migraine,migraine,stringent,fibroblast,Mesenchymal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,41,200,1.906341463414634,0.4105884615841434,RAB3IL1,0.5369233728408029
Migraine,migraine,stringent,leukocyte,Blood and immune cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,41,200,1.906341463414634,0.4105884615841434,SERPINA1,0.5369233728408029
