disease,disease_id,gene_set,cell_type,cell_type_class,marker_source,overlap,gene_count,background_count,effect_size,p_value,genes,fdr
Schizophrenia,schizophrenia,broad,pericyte,Endothelial and mural cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,5,381,200,1.025721784776903,0.5401749168173814,ESAM;GRM3;PTN;SERPING1;SH3RF1,0.7063825835304218
Schizophrenia,schizophrenia,broad,choroid plexus epithelial cell,Ciliated cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,4,381,200,0.8205774278215222,0.7221097701610053,ADGRV1;DMRTA1;PPARGC1A;SLC39A12,0.8466114546715235
Schizophrenia,schizophrenia,broad,fibroblast,Mesenchymal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,4,381,200,0.8205774278215222,0.7221097701610053,FGD6;LEPR;PTN;SERPING1,0.8466114546715235
Schizophrenia,schizophrenia,broad,lower rhombic lip,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,4,381,200,0.8205774278215222,0.7221097701610053,CHRM2;FANCL;KCNQ5;RGS6,0.8466114546715235
Schizophrenia,schizophrenia,broad,ependymal cell,Ciliated cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,3,381,200,0.6154330708661416,0.8692388877227523,CLU;DOC2A;NAA11,0.9851374060857859
Schizophrenia,schizophrenia,broad,oligodendrocyte,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,2,381,200,0.4102887139107611,0.9577845715707788,MAN2A1;VRK2,0.9930365731302696
Schizophrenia,schizophrenia,broad,vascular associated smooth muscle cell,Endothelial and mural cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,2,381,200,0.4102887139107611,0.9577845715707788,ESAM;MYO1C,0.9930365731302696
Schizophrenia,schizophrenia,broad,central nervous system macrophage,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,381,200,0.20514435695538055,0.9930365731302696,PLCB2,0.9930365731302696
Schizophrenia,schizophrenia,broad,leukocyte,Blood and immune cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,381,200,0.20514435695538055,0.9930365731302696,EMB,0.9930365731302696
Schizophrenia,schizophrenia,stringent,hippocampal CA1-3,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,11,107,200,8.035140186915887,1.2128625571752427e-07,BCL11B;BHLHE22;CNKSR2;EMX1;FOXG1;HCN1;NDST3;PLK2;SPHKAP;TRPC4;WSCD2,4.1237326943958255e-06
Schizophrenia,schizophrenia,stringent,hippocampal CA4,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,10,107,200,7.304672897196261,1.1230704723525e-06,CACNA1I;CHRM3;EMB;EMX1;FOXG1;KCNQ5;OPCML;PLK2;STUM;WSCD2,1.9092198029992503e-05
Schizophrenia,schizophrenia,stringent,mammillary body,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,9,107,200,6.574205607476634,9.330336719866838e-06,ADCY2;BRINP2;CALN1;ENOX1;IL1RAPL1;MGAT5;NDST3;NXPH1;SNCA,0.00010574381615849083
Schizophrenia,schizophrenia,stringent,amygdala excitatory,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,8,107,200,5.843738317757008,6.891850937109076e-05,BRINP2;CACNA1I;CHRM3;CNKSR2;DPYD;NDST3;STUM;TRPC4,0.0003905382197695143
Schizophrenia,schizophrenia,stringent,miscellaneous,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,8,107,200,5.843738317757008,6.891850937109076e-05,BCL11A;EMX1;FOXG1;GRIN2A;KCNQ5;NDST3;TMTC1;TRPC4,0.0003905382197695143
Schizophrenia,schizophrenia,stringent,upper-layer intratelencephalic,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,8,107,200,5.843738317757008,6.891850937109076e-05,BRINP2;CHRM3;EMX1;GABBR2;KCNB1;NDST3;RGS6;STUM,0.0003905382197695143
Schizophrenia,schizophrenia,stringent,hippocampal dentate gyrus,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,7,107,200,5.113271028037382,0.0004476399399456881,CACNA1I;CNKSR2;EMX1;GRAMD1B;GRIN2A;GRM1;SPHKAP,0.0021742511368790566
Schizophrenia,schizophrenia,stringent,deep-layer corticothalamic and 6b,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,6,107,200,4.382803738317756,0.002522045309701129,BCL11A;CHRM3;EFNA5;EMX1;MMP16;SORCS3,0.008574954052983839
Schizophrenia,schizophrenia,stringent,deep-layer near-projecting,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,6,107,200,4.382803738317756,0.002522045309701129,ADCY2;BCL11A;BCL11B;CNTN4;PCDH17;PLK2,0.008574954052983839
Schizophrenia,schizophrenia,stringent,medium spiny neuron,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,6,107,200,4.382803738317756,0.002522045309701129,ACE;BCL11B;DRD2;KCNQ5;NDST3;PLCB2,0.008574954052983839
Schizophrenia,schizophrenia,stringent,CGE interneuron,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,5,107,200,3.6523364485981307,0.012115622601924548,CHRM3;DLX1;FOXG1;GRIN2A;SORCS3,0.02942365489038819
Schizophrenia,schizophrenia,stringent,MGE interneuron,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,5,107,200,3.6523364485981307,0.012115622601924548,DLX1;HCN1;NRXN3;NXPH1;TRPC4,0.02942365489038819
Schizophrenia,schizophrenia,stringent,eccentric medium spiny neuron,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,5,107,200,3.6523364485981307,0.012115622601924548,BCL11B;DPYD;FOXG1;LUZP2;WSCD2,0.02942365489038819
Schizophrenia,schizophrenia,stringent,midbrain-derived inhibitory,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,5,107,200,3.6523364485981307,0.012115622601924548,CNTN4;NRXN3;RGS6;SPHKAP;TMCC3,0.02942365489038819
Schizophrenia,schizophrenia,stringent,cerebellar inhibitory,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,4,107,200,2.921869158878504,0.048540612667752135,BHLHE22;GRM1;NXPH1;SORCS3,0.10314880191897328
Schizophrenia,schizophrenia,stringent,oligodendrocyte precursor cell,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,4,107,200,2.921869158878504,0.048540612667752135,LUZP2;MMP16;NLGN4X;NXPH1,0.10314880191897328
Schizophrenia,schizophrenia,stringent,LAMP5-LHX6 and Chandelier,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,3,107,200,2.191401869158878,0.15755245818104166,DLX1;GRIN2A;NXPH1,0.2678391789077708
Schizophrenia,schizophrenia,stringent,deep-layer intratelencephalic,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,3,107,200,2.191401869158878,0.15755245818104166,CHRM3;EMX1;STUM,0.2678391789077708
Schizophrenia,schizophrenia,stringent,thalamic excitatory,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,3,107,200,2.191401869158878,0.15755245818104166,CHRM3;CNTN4;NXPH1,0.2678391789077708
Schizophrenia,schizophrenia,stringent,upper rhombic lip,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,3,107,200,2.191401869158878,0.15755245818104166,CALN1;CXXC5;WSCD2,0.2678391789077708
Schizophrenia,schizophrenia,stringent,endothelial cell,Endothelial and mural cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,2,107,200,1.460934579439252,0.3986684131633944,ESAM;SLC39A8,0.5647802519814754
Schizophrenia,schizophrenia,stringent,lower rhombic lip,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,2,107,200,1.460934579439252,0.3986684131633944,KCNQ5;RGS6,0.5647802519814754
Schizophrenia,schizophrenia,stringent,oligodendrocyte,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,2,107,200,1.460934579439252,0.3986684131633944,MAN2A1;VRK2,0.5647802519814754
Schizophrenia,schizophrenia,stringent,pericyte,Endothelial and mural cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,2,107,200,1.460934579439252,0.3986684131633944,ESAM;GRM3,0.5647802519814754
Schizophrenia,schizophrenia,stringent,splatter,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,107,186,0.7854486986232538,0.723399583339211,NXPH1,0.8489351153631713
Schizophrenia,schizophrenia,stringent,central nervous system macrophage,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,107,200,0.730467289719626,0.7490603959086806,PLCB2,0.8489351153631713
Schizophrenia,schizophrenia,stringent,choroid plexus epithelial cell,Ciliated cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,107,200,0.730467289719626,0.7490603959086806,DMRTA1,0.8489351153631713
Schizophrenia,schizophrenia,stringent,committed oligodendrocyte precursor,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,107,200,0.730467289719626,0.7490603959086806,MMP16,0.8489351153631713
Schizophrenia,schizophrenia,stringent,leukocyte,Blood and immune cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,107,200,0.730467289719626,0.7490603959086806,EMB,0.8489351153631713
Schizophrenia,schizophrenia,stringent,vascular associated smooth muscle cell,Endothelial and mural cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,1,107,200,0.730467289719626,0.7490603959086806,ESAM,0.8489351153631713
Schizophrenia,schizophrenia,stringent,Bergmann glia,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,107,200,0.0,1.0,,1.0
Schizophrenia,schizophrenia,stringent,astrocyte,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,107,200,0.0,1.0,,1.0
Schizophrenia,schizophrenia,stringent,ependymal cell,Ciliated cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,107,200,0.0,1.0,,1.0
Schizophrenia,schizophrenia,stringent,fibroblast,Mesenchymal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,0,107,200,0.0,1.0,,1.0
Schizophrenia,schizophrenia,weighted,hippocampal CA4,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,18,381,200,3.69259842519685,2.008477185991335e-06,B3GAT1;CACNA1I;CHRM3;DCC;EMB;EMX1;FOXG1;KCNQ5;KLHL2;OPCML;PLK2;PLXNA4;RIMS1;SCN3B;SMPD3;STUM;WSCD2;YJEFN3,6.828822432370538e-05
Schizophrenia,schizophrenia,weighted,hippocampal CA1-3,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,15,381,200,3.0771653543307083,0.00011829512782317802,B3GAT1;BCL11B;BHLHE22;CNKSR2;EMX1;FOXG1;HCN1;NDST3;PLCH2;PLK2;SATB2;SMPD3;SPHKAP;TRPC4;WSCD2,0.002011017172994026
Schizophrenia,schizophrenia,weighted,amygdala excitatory,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,14,381,200,2.8720209973753277,0.00040251720110887583,BRINP2;CACNA1I;CHRM3;CNKSR2;DPYD;KCNV1;NCAM2;NDST3;NEGR1;RAB27B;SCN3B;SHISA9;STUM;TRPC4,0.0034213962094254446
Schizophrenia,schizophrenia,weighted,miscellaneous,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,14,381,200,2.8720209973753277,0.00040251720110887583,BCL11A;DCC;EMX1;FOXG1;GRIN2A;KCNQ5;KCNV1;NDST3;RAB27B;SATB2;SCN3B;SHISA9;TMTC1;TRPC4,0.0034213962094254446
Schizophrenia,schizophrenia,weighted,mammillary body,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,13,381,200,2.666876640419947,0.0012736122586054848,ADCY2;BRINP2;CALN1;ENOX1;FAR2;FRMD5;IL1RAPL1;MGAT5;NDST3;NXPH1;PPARGC1A;SHISA9;SNCA,0.008660563358517297
Schizophrenia,schizophrenia,weighted,upper-layer intratelencephalic,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,12,381,200,2.4617322834645665,0.003732648862706216,BRINP2;CHRM3;DOC2A;EMX1;GABBR2;KCNB1;KCNV1;NDST3;NGEF;RGS6;SATB2;STUM,0.021151676888668553
Schizophrenia,schizophrenia,weighted,hippocampal dentate gyrus,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,11,381,200,2.2565879265091864,0.010088799590731834,CACNA1I;CNKSR2;EMX1;GRAMD1B;GRIN2A;GRM1;KLHL2;NCAM2;PLXNA4;SPHKAP;YJEFN3,0.04900274086926891
Schizophrenia,schizophrenia,weighted,CGE interneuron,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,10,381,200,2.051443569553806,0.025028504015767165,CHRM3;CHRNA2;DLX1;DLX2;ELFN1;FOXG1;GRIN2A;KCNC2;SORCS3;YJEFN3,0.07736083059418941
Schizophrenia,schizophrenia,weighted,LAMP5-LHX6 and Chandelier,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,10,381,200,2.051443569553806,0.025028504015767165,CA8;CPNE8;DLX1;DLX2;ELFN1;GRIN2A;KCNC2;METAP1D;NFIB;NXPH1,0.07736083059418941
Schizophrenia,schizophrenia,weighted,MGE interneuron,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,10,381,200,2.051443569553806,0.025028504015767165,CACNA2D2;DLX1;DLX2;ELFN1;FRMD5;HCN1;KCNC2;NRXN3;NXPH1;TRPC4,0.07736083059418941
Schizophrenia,schizophrenia,weighted,deep-layer corticothalamic and 6b,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,10,381,200,2.051443569553806,0.025028504015767165,BCL11A;CHRM3;EFNA5;EMX1;MMP16;NDFIP2;NGEF;SATB2;SCN3B;SORCS3,0.07736083059418941
Schizophrenia,schizophrenia,weighted,deep-layer intratelencephalic,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,9,381,200,1.846299212598425,0.05669642164587702,CHRM3;DGKZ;DOC2A;EMX1;KCNV1;NGEF;RAB27B;SATB2;STUM,0.11339284329175404
Schizophrenia,schizophrenia,weighted,deep-layer near-projecting,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,9,381,200,1.846299212598425,0.05669642164587702,ADCY2;BCL11A;BCL11B;CHRM2;CNTN4;FGFR1;PCDH17;PLK2;SATB2,0.11339284329175404
Schizophrenia,schizophrenia,weighted,eccentric medium spiny neuron,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,9,381,200,1.846299212598425,0.05669642164587702,BCL11B;DLX2;DPYD;FOXG1;LRRN3;LUZP2;NGEF;SMPD3;WSCD2,0.11339284329175404
Schizophrenia,schizophrenia,weighted,medium spiny neuron,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,9,381,200,1.846299212598425,0.05669642164587702,ACE;BCL11B;DCC;DRD2;KCNQ5;NDST3;NGEF;PLCB2;SMPD3,0.11339284329175404
Schizophrenia,schizophrenia,weighted,midbrain-derived inhibitory,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,9,381,200,1.846299212598425,0.05669642164587702,ADGRB1;CACNA1D;CACNA2D2;CHRM2;CNTN4;NRXN3;RGS6;SPHKAP;TMCC3,0.11339284329175404
Schizophrenia,schizophrenia,weighted,oligodendrocyte precursor cell,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,9,381,200,1.846299212598425,0.05669642164587702,ANGPTL2;ASB5;ASIC1;CA8;EPN2;LUZP2;MMP16;NLGN4X;NXPH1,0.11339284329175404
Schizophrenia,schizophrenia,weighted,cerebellar inhibitory,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,8,381,200,1.6411548556430444,0.11663092728128133,BHLHE22;CACNA1D;CACNA2D2;CHRNA2;GRM1;NXPH1;RORA;SORCS3,0.22030286264242027
Schizophrenia,schizophrenia,weighted,thalamic excitatory,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,7,381,200,1.4360104986876638,0.21666181812537513,CHRM3;CHRNA2;CNTN4;KCNC2;NXPH1;PLCH2;TMEM163,0.38771062190856603
Schizophrenia,schizophrenia,weighted,splatter,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,6,381,186,1.3235119803572941,0.30126905074335986,CACNA2D2;CHRM2;CHRNA2;ELFN1;NXPH1;QPCT,0.5121573862637118
Schizophrenia,schizophrenia,weighted,committed oligodendrocyte precursor,Glial cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,6,381,200,1.2308661417322833,0.36159454775166505,ANGPTL2;FRMD5;MMP16;PPP1R16B;RNF122;TMEM163,0.5588279374343914
Schizophrenia,schizophrenia,weighted,upper rhombic lip,Neuronal cells,Human Protein Atlas v25.1 single-nucleus brain; top 200 specificity-ranked AHBA genes per cluster type,6,381,200,1.2308661417322833,0.36159454775166505,CALN1;CXXC5;RIMS1;RNF122;TMEM163;WSCD2,0.5588279374343914
