donor,region_id,region,broad_score,stringent_score,weighted_score,n_broad_genes_observed,n_stringent_genes_observed,n_weighted_genes_observed
9861,76,Caudate R,0.4944974311250378,0.4453360661201286,0.46927230353467303,123,34,123
9861,77,Putamen L,0.4979050964747502,0.4632533089867964,0.4844201919203929,123,34,123
9861,78,Putamen R,0.49430233893786385,0.47047293331238854,0.4881156066587081,123,34,123
9861,79,Pallidum L,0.5120562411144255,0.5100268918567045,0.5013072119233033,123,34,123
9861,80,Pallidum R,0.5159609240579743,0.5480825083847357,0.5154461941937079,123,34,123
9861,83,Heschl L,0.515542606697082,0.5097622339590604,0.5059638277768606,123,34,123
9861,84,Heschl R,0.5121908120311972,0.4944531283052934,0.5020108131746417,123,34,123
9861,85,Temporal Sup L,0.5307864707395109,0.5328937839117643,0.526959096954144,123,34,123
9861,86,Temporal Sup R,0.49021138114325985,0.481086885602226,0.4864819472744877,123,34,123
9861,87,Temporal Pole Sup L,0.49888766127650463,0.5145000840644522,0.5029442377369167,123,34,123
9861,88,Temporal Pole Sup R,0.500871576384365,0.5060935343842446,0.5070425299156688,123,34,123
9861,89,Temporal Mid L,0.518463417753054,0.5251451287344081,0.5220585911760086,123,34,123
9861,90,Temporal Mid R,0.5021164582004061,0.5173164145729927,0.5083896421023022,123,34,123
9861,91,Temporal Pole Mid L,,,,0,0,0
9861,93,Temporal Inf L,0.5089771499283651,0.5085519283808229,0.5115968058813264,123,34,123
9861,94,Temporal Inf R,0.508832693015813,0.5333727696065871,0.5184913015203417,123,34,123
9861,95,Cerebellum Crus1 L,0.46903786496511246,0.4390954447119902,0.4446378328091682,123,34,123
9861,96,Cerebellum Crus1 R,0.555785043670277,0.5223232676475288,0.5389068265561392,123,34,123
9861,97,Cerebellum Crus2 L,0.5503775825295351,0.49325933216378237,0.5121282626960271,123,34,123
9861,98,Cerebellum Crus2 R,0.5456214262673693,0.5138099160934285,0.5219020603015465,123,34,123
9861,101,Cerebellum 4 5 L,0.5677751175908932,0.5636492339791241,0.557072009140178,123,34,123
9861,102,Cerebellum 4 5 R,0.5680242665812201,0.5715737630146225,0.5666299068423081,123,34,123
9861,103,Cerebellum 6 L,0.5338510256422255,0.503894113128412,0.5118942809914606,123,34,123
9861,104,Cerebellum 6 R,0.4751837842928644,0.46009958638805437,0.46072390014198616,123,34,123
9861,105,Cerebellum 7b L,0.522990307637392,0.44790393932315076,0.4824032760516278,123,34,123
9861,106,Cerebellum 7b R,0.545366848263738,0.4921301464334531,0.5153869286326469,123,34,123
9861,107,Cerebellum 8 L,0.5349404104674641,0.4809884403263525,0.5041167538674428,123,34,123
9861,108,Cerebellum 8 R,0.5092601701978905,0.4867364184689122,0.5002319835702862,123,34,123
9861,109,Cerebellum 9 L,0.4778057462616169,0.4494877742537656,0.44427167987645416,123,34,123
9861,110,Cerebellum 9 R,0.5241065355860006,0.4650427161871553,0.4947573207904656,123,34,123
9861,111,Cerebellum 10 L,,,,0,0,0
9861,118,Vermis 8,0.4696520135729214,0.5282558700746894,0.502887733142878,123,34,123
9861,119,Vermis 9,0.4729792733776347,0.5369809603032486,0.5124871349947435,123,34,123
9861,121,Thal AV L,0.5164969143561968,0.4488409114539397,0.48376983772044285,123,34,123
9861,122,Thal AV R,0.46258185254680306,0.47123438054010347,0.4620807664261341,123,34,123
9861,125,Thal VA L,0.46294847259646643,0.49119952289655955,0.46057112458594074,123,34,123
9861,127,Thal VL L,0.4838149774323358,0.4924098484555942,0.48419391566468406,123,34,123
9861,128,Thal VL R,0.5291152120482081,0.5478382552648927,0.5316035211572075,123,34,123
9861,129,Thal VPL L,0.5051222480626979,0.5066915317563755,0.5084503123964036,123,34,123
9861,130,Thal VPL R,0.5497415500901859,0.5599134243979254,0.5545271186366338,123,34,123
9861,131,Thal IL L,0.5425531304701682,0.5299089653169552,0.5315923930749096,123,34,123
9861,135,Thal MDm L,0.3733578032196456,0.3953848262135821,0.3897054918371267,123,34,123
9861,136,Thal MDm R,0.4971455735823729,0.5341686101216336,0.5080777379829564,123,34,123
9861,137,Thal MDl L,0.5222492264009997,0.5555460327610535,0.5274092031278229,123,34,123
9861,139,Thal LGN L,0.5023502277288054,0.5075767711337424,0.5113402448905331,123,34,123
9861,140,Thal LGN R,0.5535391661365686,0.5750946570560385,0.5682983356349968,123,34,123
9861,141,Thal MGN L,0.5573468261984099,0.5594752233583052,0.5608685848411931,123,34,123
9861,143,Thal PuI L,0.5745385667011675,0.5756565252641782,0.5752508904713652,123,34,123
9861,144,Thal PuI R,0.5783725652153693,0.580148765180786,0.5794236395201832,123,34,123
9861,145,Thal PuM L,0.583031400854411,0.5974120731544244,0.5880078606052174,123,34,123
9861,146,Thal PuM R,0.525045577453608,0.5443861363949902,0.5333276656279244,123,34,123
9861,147,Thal PuA L,0.5664252211606665,0.6110101630454741,0.5814093891022375,123,34,123
9861,148,Thal PuA R,0.46521947680041387,0.49686045543003265,0.4756086052130461,123,34,123
9861,153,ACC pre L,,,,0,0,0
9861,154,ACC pre R,0.5149980425985576,0.5112846839217022,0.5174379912891129,123,34,123
9861,155,ACC sup L,0.5244550266091572,0.5462994932549863,0.52939173427024,123,34,123
9861,156,ACC sup R,0.5105919342509556,0.5248280614031039,0.5156580522215846,123,34,123
9861,157,N Acc L,0.513306971232477,0.4546860687890596,0.479146084070099,123,34,123
9861,158,N Acc R,0.5447058641777146,0.5000290752230981,0.5153525937873525,123,34,123
9861,161,SN pc L,,,,0,0,0
9861,163,SN pr L,,,,0,0,0
9861,164,SN pr R,0.47145806670449186,0.5174335107529381,0.4793924127338521,123,34,123
9861,165,Red N L,0.4869887016838454,0.5148629996090981,0.4990856811160093,123,34,123
9861,166,Red N R,0.5199742485522303,0.5424633996405054,0.5304341994054709,123,34,123
9861,167,LC L,0.5011711457871748,0.5243606222011326,0.5146472815559788,123,34,123
9861,168,LC R,0.4874780259466371,0.4933459341719785,0.4909962747486382,123,34,123
9861,169,Raphe D,0.4664969349703465,0.48915314867166704,0.47516079779098,123,34,123
9861,170,Raphe M,0.4585592857803789,0.44309546154321555,0.4535771327609285,123,34,123
