disease,disease_id,gene_set,ontology,term_id,term_name,overlap,gene_count,background_count,effect_size,p_value,fdr,genes,effective_domain_size,service_adjusted_p
Bipolar disorder,bipolar,stringent,REAC,R-HSA-8953854,Metabolism of RNA,1,20,668,1.1354041916167665,0.5939596281990586,0.5993106158404915,GNL3,15169,0.6091893622554443
Bipolar disorder,bipolar,stringent,REAC,R-HSA-5663205,Infectious disease,1,20,874,0.86779176201373,0.6950621851342689,0.6950621851342689,ADCY2,15169,0.7009030438328764
Bipolar disorder,bipolar,stringent,WP,WP5221,2q11 2 copy number variation syndrome,2,20,26,58.34230769230769,0.0005266674846048561,0.017966806192686494,LMAN2L;CNNM4,15169,0.019404150688101376
Bipolar disorder,bipolar,stringent,WP,WP536,Calcium regulation in cardiac cells,3,20,136,16.730514705882353,0.0007186722477074597,0.017966806192686494,ADCY2;CACNA1C;KCNB1,15169,0.019404150688101376
Bipolar disorder,bipolar,stringent,WP,WP4853,Linoleic acid metabolism affected by SARS CoV 2,1,20,5,151.69000000000003,0.006575896217941495,0.08219870272426869,FADS1,15169,0.050728342252690045
Bipolar disorder,bipolar,stringent,WP,WP2542,Sulindac metabolic pathway,1,20,5,151.69000000000003,0.006575896217941495,0.08219870272426869,MSRA,15169,0.050728342252690045
Bipolar disorder,bipolar,stringent,WP,WP4240,Regulation of sister chromatid separation at the metaphase anaphase transition,1,20,11,68.95,0.014412749291254861,0.09602729359371424,MAD1L1,15169,0.08500909741071384
Bipolar disorder,bipolar,stringent,WP,WP4724,Omega 9 fatty acid synthesis,1,20,13,58.34230769230769,0.0170119563400061,0.09602729359371424,FADS1,15169,0.08500909741071384
Bipolar disorder,bipolar,stringent,WP,WP4723,Omega 3 omega 6 fatty acid synthesis,1,20,13,58.34230769230769,0.0170119563400061,0.09602729359371424,FADS1,15169,0.08500909741071384
Bipolar disorder,bipolar,stringent,WP,WP4589,Major receptors targeted by epinephrine and norepinephrine,1,20,14,54.175000000000004,0.01830911659820087,0.09602729359371424,ADCY2,15169,0.08500909741071384
Bipolar disorder,bipolar,stringent,WP,WP2001,miR targeted genes in adipocytes,1,20,16,47.40312500000001,0.020898560251507787,0.09602729359371424,FADS1,15169,0.08500909741071384
Bipolar disorder,bipolar,stringent,WP,WP5360,KCNQ2 related epilepsies,1,20,18,42.13611111111111,0.023481514287777408,0.09602729359371424,ANK3,15169,0.08500909741071384
Bipolar disorder,bipolar,stringent,WP,WP1602,Nicotine effect on dopaminergic neurons,1,20,19,39.91842105263158,0.024770562516557314,0.09602729359371424,ADCY2,15169,0.08500909741071384
Bipolar disorder,bipolar,stringent,WP,WP3580,Methionine de novo and salvage pathway,1,20,20,37.92250000000001,0.026057994117195525,0.09602729359371424,MSRA,15169,0.08500909741071384
Bipolar disorder,bipolar,stringent,WP,WP5432,Omega 3 fatty acids in senescence,1,20,21,36.11666666666667,0.027343811010565128,0.09602729359371424,FADS1,15169,0.08500909741071384
Bipolar disorder,bipolar,stringent,WP,WP5503,Albuterol and budesonide therapy for asthma,1,20,22,34.475,0.028628015115383505,0.09602729359371424,ADCY2,15169,0.08500909741071384
Bipolar disorder,bipolar,stringent,WP,WP5557,ANK2 pathway in epilepsy development,1,20,23,32.97608695652174,0.029910608348214587,0.09602729359371424,ANK3,15169,0.08500909741071384
Bipolar disorder,bipolar,stringent,WP,WP4941,GPR143 in melanocytes and retinal pigment epithelium cells,1,20,26,29.171153846153846,0.03374874194816951,0.09602729359371424,ADCY2,15169,0.09025558222085078
Bipolar disorder,bipolar,stringent,WP,WP5601,Caffeine in blood vessels,1,20,30,25.28166666666667,0.038843817102585394,0.09602729359371424,ADCY2,15169,0.09025558222085078
Bipolar disorder,bipolar,stringent,WP,WP5599,KCNQ2 and KCNQ3 related epilepsy,1,20,30,25.28166666666667,0.038843817102585394,0.09602729359371424,ANK3,15169,0.09025558222085078
Bipolar disorder,bipolar,stringent,WP,WP2203,Thymic stromal lymphopoietin TSLP signaling,1,20,31,24.466129032258067,0.040113592098156334,0.09602729359371424,FES,15169,0.09025558222085078
Bipolar disorder,bipolar,stringent,WP,WP4698,Vitamin D sensitive calcium signaling in depression,1,20,31,24.466129032258067,0.040113592098156334,0.09602729359371424,CACNA1C,15169,0.09025558222085078
Bipolar disorder,bipolar,stringent,WP,WP2817,Mammary gland development pregnancy and lactation stage 3 of 4,1,20,35,21.67,0.04517677382692024,0.09602729359371424,NFIA,15169,0.09167923200365634
Bipolar disorder,bipolar,stringent,WP,WP5408,15q25 copy number variation,1,20,37,20.498648648648647,0.04769884021924311,0.09602729359371424,NMB,15169,0.09167923200365634
Bipolar disorder,bipolar,stringent,WP,WP5424,Omega 6 fatty acids in senescence,1,20,38,19.95921052631579,0.048957498902537776,0.09602729359371424,FADS1,15169,0.09167923200365634
Bipolar disorder,bipolar,stringent,WP,WP2332,IL11 signaling,1,20,38,19.95921052631579,0.048957498902537776,0.09602729359371424,FES,15169,0.09167923200365634
Bipolar disorder,bipolar,stringent,WP,WP4148,Splicing factor NOVA regulated synaptic proteins,1,20,40,18.961250000000003,0.05147007665547941,0.09602729359371424,ANK3,15169,0.09167923200365634
Bipolar disorder,bipolar,stringent,WP,WP5346,8p23 1 copy number variation syndrome,1,20,41,18.49878048780488,0.05272399948361682,0.09602729359371424,MSRA,15169,0.09167923200365634
Bipolar disorder,bipolar,stringent,WP,WP4535,Envelope proteins and their potential roles in EDMD physiopathology,1,20,43,17.638372093023257,0.05522712242361788,0.09602729359371424,ADCY2,15169,0.09167923200365634
Bipolar disorder,bipolar,stringent,WP,WP5574,Oligodendrocyte development,1,20,44,17.2375,0.05647632628131506,0.09602729359371424,NFIA,15169,0.09167923200365634
Bipolar disorder,bipolar,stringent,WP,WP4718,Cholesterol metabolism with Bloch and Kandutsch Russell pathways,1,20,45,16.854444444444447,0.057723960891191035,0.09602729359371424,FADS1,15169,0.09167923200365634
Bipolar disorder,bipolar,stringent,WP,WP395,IL4 signaling,1,20,45,16.854444444444447,0.057723960891191035,0.09602729359371424,FES,15169,0.09167923200365634
Bipolar disorder,bipolar,stringent,WP,WP4539,Synaptic signaling associated with autism spectrum disorder,1,20,47,16.137234042553192,0.06021452983601206,0.09602729359371424,CACNA1C,15169,0.09218620184996512
Bipolar disorder,bipolar,stringent,WP,WP4222,Phosphodiesterases in neuronal function,1,20,48,15.801041666666668,0.061457467899977115,0.09602729359371424,ADCY2,15169,0.09218620184996512
Bipolar disorder,bipolar,stringent,WP,WP2032,Thyroid stimulating hormone TSH signaling,1,20,55,13.79,0.07011440820708245,0.1062339518289128,ADCY2,15169,0.10232913630222783
Bipolar disorder,bipolar,stringent,WP,WP2118,Arrhythmogenic right ventricular cardiomyopathy,1,20,62,12.233064516129033,0.07869545599136028,0.1157286117520004,CACNA1C,15169,0.11183038482982795
Bipolar disorder,bipolar,stringent,WP,WP2806,Complement system,1,20,65,11.668461538461539,0.0823499719404482,0.11764281705778315,FKBP2,15169,0.11402303807138987
Bipolar disorder,bipolar,stringent,WP,WP5289,Axon guidance,1,20,69,10.992028985507247,0.08720124185148152,0.12059673715734383,FES,15169,0.11753769797091376
Bipolar disorder,bipolar,stringent,WP,WP2004,miR targeted genes in lymphocytes,2,20,382,3.9709424083769633,0.08924158549643443,0.12059673715734383,NFIA;FADS1,15169,0.11753769797091376
Bipolar disorder,bipolar,stringent,WP,WP35,G protein signaling,1,20,83,9.137951807228916,0.10398952547603468,0.13682832299478248,ADCY2,15169,0.13370081846918674
Bipolar disorder,bipolar,stringent,WP,WP4321,Thermogenesis,1,20,94,8.068617021276596,0.11697410269630014,0.14996679832858992,ADCY2,15169,0.14689771036279511
Bipolar disorder,bipolar,stringent,WP,WP179,Cell cycle,1,20,102,7.435784313725491,0.12630493820403543,0.1578811727550443,MAD1L1,15169,0.15501060597767957
Bipolar disorder,bipolar,stringent,WP,WP2853,Endoderm differentiation,1,20,117,6.4824786324786325,0.14354835827678894,0.1750589735082792,SP4,15169,0.17225802993214656
Bipolar disorder,bipolar,stringent,WP,WP2003,miR targeted genes in leukocytes,1,20,121,6.2681818181818185,0.14809170768021204,0.17629965200025244,FADS1,15169,0.1738467872767703
Bipolar disorder,bipolar,stringent,WP,WP3929,Chemokine signaling,1,20,132,5.745833333333334,0.160468154844805,0.18659087772651745,ADCY2,15169,0.1843676672684993
Bipolar disorder,bipolar,stringent,WP,WP289,Myometrial relaxation and contraction pathways,1,20,143,5.3038461538461545,0.17267366396683864,0.19622007268958935,ADCY2,15169,0.19425787196269317
Bipolar disorder,bipolar,stringent,WP,WP382,MAPK signaling,1,20,209,3.628947368421053,0.24244044305907567,0.26937827006563964,CACNA1C,15169,0.2671792637793891
Bipolar disorder,bipolar,stringent,WP,WP5124,Alzheimer 39 s disease,1,20,230,3.297608695652174,0.26344073676444035,0.280256102940894,CACNA1C,15169,0.27893725069176
Bipolar disorder,bipolar,stringent,WP,WP2059,Alzheimer 39 s disease and miRNA effects,1,20,230,3.297608695652174,0.26344073676444035,0.280256102940894,CACNA1C,15169,0.27893725069176
Bipolar disorder,bipolar,stringent,WP,WP2005,miR targeted genes in muscle cell,1,20,312,2.4309294871794873,0.3402656375319083,0.35444337242907115,NFIA,15169,0.35335277743698196
Bipolar disorder,bipolar,stringent,WP,WP5087,Pleural mesothelioma,1,20,361,2.100969529085873,0.38247242067561804,0.3902779802812429,MAD1L1,15169,0.38968888144308217
Bipolar disorder,bipolar,stringent,WP,WP5434,Cancer pathways,1,20,413,1.8364406779661018,0.4244520383049413,0.4244520383049413,ADCY2,15169,0.4244520383049408
Bipolar disorder,bipolar,broad,GO:BP,GO:0070212,protein poly-ADP-ribosylation,2,80,5,75.84500000000001,0.0002718685106476773,0.24082025762190237,TNKS;PARP10,15169,0.25918549698186455
Bipolar disorder,bipolar,broad,GO:BP,GO:0019082,viral protein processing,3,80,29,19.615086206896553,0.00046754822184944255,0.24082025762190237,FURIN;SPCS1;PARP10,15169,0.25918549698186455
Bipolar disorder,bipolar,broad,GO:BP,GO:0036109,alpha-linolenic acid metabolic process,2,80,8,47.40312500000001,0.0007534408617285103,0.24082025762190237,FADS1;FADS2,15169,0.25918549698186455
Bipolar disorder,bipolar,broad,GO:BP,GO:1901976,regulation of cell cycle checkpoint,3,80,38,14.969407894736841,0.0010432174983917434,0.24082025762190237,MAD1L1;CUL4A;PCID2,15169,0.25918549698186455
Bipolar disorder,bipolar,broad,GO:BP,GO:0018105,peptidyl-serine phosphorylation,4,80,88,8.61875,0.001195417982359351,0.24082025762190237,SRPK2;STK4;NT5DC2;TNKS,15169,0.25918549698186455
Bipolar disorder,bipolar,broad,GO:BP,GO:0090267,positive regulation of mitotic cell cycle spindle assembly checkpoint,2,80,10,37.92250000000001,0.001202618821868532,0.24082025762190237,MAD1L1;PCID2,15169,0.25918549698186455
Bipolar disorder,bipolar,broad,GO:BP,GO:0090232,positive regulation of spindle checkpoint,2,80,10,37.92250000000001,0.001202618821868532,0.24082025762190237,MAD1L1;PCID2,15169,0.25918549698186455
Bipolar disorder,bipolar,broad,GO:BP,GO:0018209,peptidyl-serine modification,4,80,89,8.521910112359551,0.0012467055826474202,0.24082025762190237,SRPK2;STK4;NT5DC2;TNKS,15169,0.25918549698186455
Bipolar disorder,bipolar,broad,GO:BP,GO:0010960,magnesium ion homeostasis,2,80,11,34.475,0.0014648434161916204,0.24082025762190237,CNNM4;ANK3,15169,0.25918549698186455
Bipolar disorder,bipolar,broad,GO:BP,GO:0070213,protein auto-ADP-ribosylation,2,80,11,34.475,0.0014648434161916204,0.24082025762190237,TNKS;PARP10,15169,0.25918549698186455
Bipolar disorder,bipolar,broad,GO:BP,GO:0018193,peptidyl-amino acid modification,8,80,426,3.560798122065728,0.0017951712369168509,0.2682965012264821,FES;FKBP2;GNL3;SRPK2;STK4;NT5DC2;TNKS;VEGFB,15169,0.25918549698186455
Bipolar disorder,bipolar,broad,GO:BP,GO:0043651,linoleic acid metabolic process,2,80,13,29.171153846153846,0.0020632454676543744,0.27185150450915646,FADS1;FADS2,15169,0.25918549698186455
Bipolar disorder,bipolar,broad,GO:BP,GO:0030865,cortical cytoskeleton organization,3,80,49,11.60892857142857,0.0021854862804499796,0.27185150450915646,PLEC;RHOBTB1;PPFIA1,15169,0.25918549698186455
Bipolar disorder,bipolar,broad,GO:BP,GO:0070198,"protein localization to chromosome, telomeric region",2,80,14,27.087500000000002,0.00239890164656787,0.27185150450915646,GNL3;TNKS,15169,0.25918549698186455
Bipolar disorder,bipolar,broad,GO:BP,GO:0043217,myelin maintenance,2,80,15,25.28166666666667,0.002758517081599226,0.27185150450915646,PLEC;MYRF,15169,0.25918549698186455
Bipolar disorder,bipolar,broad,GO:BP,GO:0043248,proteasome assembly,2,80,15,25.28166666666667,0.002758517081599226,0.27185150450915646,PSMG3;ADRM1,15169,0.25918549698186455
Bipolar disorder,bipolar,broad,GO:BP,GO:0090266,regulation of mitotic cell cycle spindle assembly checkpoint,2,80,16,23.701562500000005,0.003141836122672733,0.27185150450915646,MAD1L1;PCID2,15169,0.25918549698186455
Bipolar disorder,bipolar,broad,GO:BP,GO:1901978,positive regulation of cell cycle checkpoint,2,80,16,23.701562500000005,0.003141836122672733,0.27185150450915646,MAD1L1;PCID2,15169,0.25918549698186455
Bipolar disorder,bipolar,broad,GO:BP,GO:1903504,regulation of mitotic spindle checkpoint,2,80,16,23.701562500000005,0.003141836122672733,0.27185150450915646,MAD1L1;PCID2,15169,0.25918549698186455
Bipolar disorder,bipolar,broad,GO:BP,GO:0090231,regulation of spindle checkpoint,2,80,17,22.30735294117647,0.0035486050912243044,0.2916953384986378,MAD1L1;PCID2,15169,0.25918549698186455
Bipolar disorder,bipolar,broad,GO:BP,GO:0086012,membrane depolarization during cardiac muscle cell action potential,2,80,19,19.95921052631579,0.004431487874576417,0.3469221936096966,CACNA1C;ANK3,15169,0.25918549698186455
Bipolar disorder,bipolar,broad,GO:BP,GO:0033044,regulation of chromosome organization,5,80,207,4.580012077294686,0.004735935514182894,0.3535516076434315,MAD1L1;GNL3;PCID2;PBRM1;TNKS,15169,0.25918549698186455
Bipolar disorder,bipolar,broad,GO:BP,GO:0010639,negative regulation of organelle organization,6,80,299,3.8049331103678927,0.004946281615449468,0.3535516076434315,MAD1L1;ADD3;PCID2;TNKS;HDGFL3;PPFIA1,15169,0.25918549698186455
Bipolar disorder,bipolar,broad,GO:BP,GO:0007009,plasma membrane organization,4,80,132,5.745833333333334,0.005202479625806266,0.3563698543677292,ANK3;PLEC;OSBPL2;MYRF,15169,0.25918549698186455
Bipolar disorder,bipolar,broad,GO:BP,GO:0001508,action potential,4,80,141,5.3790780141843975,0.006555886890014966,0.39133123396419583,CACNA1C;KCNB1;ANK3;KCNS1,15169,0.25918549698186455
Bipolar disorder,bipolar,broad,GO:BP,GO:0030071,regulation of mitotic metaphase/anaphase transition,3,80,74,7.686993243243243,0.006998159137676559,0.39133123396419583,MAD1L1;PCID2;PBRM1,15169,0.25918549698186455
Bipolar disorder,bipolar,broad,GO:BP,GO:0090314,positive regulation of protein targeting to membrane,2,80,24,15.801041666666668,0.007031684769570823,0.39133123396419583,KCNB1;ANK3,15169,0.25918549698186455
Bipolar disorder,bipolar,broad,GO:BP,GO:0019080,viral gene expression,3,80,75,7.584499999999999,0.007262408476906602,0.39133123396419583,FURIN;SPCS1;PARP10,15169,0.25918549698186455
Bipolar disorder,bipolar,broad,GO:BP,GO:2001251,negative regulation of chromosome organization,3,80,75,7.584499999999999,0.007262408476906602,0.39133123396419583,MAD1L1;PCID2;TNKS,15169,0.25918549698186455
Bipolar disorder,bipolar,broad,GO:BP,GO:1902099,regulation of metaphase/anaphase transition of cell cycle,3,80,76,7.484703947368421,0.007532512559397259,0.39133123396419583,MAD1L1;PCID2;PBRM1,15169,0.25918549698186455
Bipolar disorder,bipolar,broad,GO:BP,GO:0097435,supramolecular fiber organization,9,80,657,2.5974315068493152,0.007585154763738194,0.39133123396419583,FES;ADD3;FURIN;PLEC;CTTN;WDR73;HDGFL3;RHOBTB1;PPFIA1,15169,0.25918549698186455
Bipolar disorder,bipolar,broad,GO:BP,GO:0086010,membrane depolarization during action potential,2,80,25,15.169000000000002,0.007617152972539092,0.39133123396419583,CACNA1C;ANK3,15169,0.25918549698186455
Bipolar disorder,bipolar,broad,GO:BP,GO:0007091,metaphase/anaphase transition of mitotic cell cycle,3,80,78,7.292788461538461,0.008090404526695728,0.39965954819844346,MAD1L1;PCID2;PBRM1,15169,0.25918549698186455
Bipolar disorder,bipolar,broad,GO:BP,GO:0044784,metaphase/anaphase transition of cell cycle,3,80,80,7.11046875,0.008672064644937513,0.39965954819844346,MAD1L1;PCID2;PBRM1,15169,0.25918549698186455
Bipolar disorder,bipolar,broad,GO:BP,GO:0006929,substrate-dependent cell migration,2,80,27,14.045370370370371,0.00885161483072253,0.39965954819844346,STK4;CTTN,15169,0.25918549698186455
Bipolar disorder,bipolar,broad,GO:BP,GO:0090313,regulation of protein targeting to membrane,2,80,28,13.543750000000001,0.009500140957210834,0.39965954819844346,KCNB1;ANK3,15169,0.25918549698186455
Bipolar disorder,bipolar,broad,GO:BP,GO:2000819,regulation of nucleotide-excision repair,2,80,28,13.543750000000001,0.009500140957210834,0.39965954819844346,CUL4A;PBRM1,15169,0.25918549698186455
Bipolar disorder,bipolar,broad,GO:BP,GO:1903533,regulation of protein targeting,2,80,28,13.543750000000001,0.009500140957210834,0.39965954819844346,KCNB1;ANK3,15169,0.25918549698186455
Bipolar disorder,bipolar,broad,GO:BP,GO:0010644,cell communication by electrical coupling,2,80,29,13.076724137931036,0.010169221900570945,0.39965954819844346,CACNA1C;ANK3,15169,0.25918549698186455
Bipolar disorder,bipolar,broad,GO:BP,GO:0033135,regulation of peptidyl-serine phosphorylation,2,80,29,13.076724137931036,0.010169221900570945,0.39965954819844346,STK4;NT5DC2,15169,0.25918549698186455
Bipolar disorder,bipolar,broad,GO:BP,GO:0033045,regulation of sister chromatid segregation,3,80,86,6.6143895348837205,0.010561726944646308,0.39965954819844346,MAD1L1;PCID2;PBRM1,15169,0.25918549698186455
Bipolar disorder,bipolar,broad,GO:BP,GO:0019731,antibacterial humoral response,2,80,30,12.640833333333335,0.010858628434581614,0.39965954819844346,WFDC12;PI3,15169,0.25918549698186455
Bipolar disorder,bipolar,broad,GO:BP,GO:0060292,long-term synaptic depression,2,80,30,12.640833333333335,0.010858628434581614,0.39965954819844346,SHANK2;KCNB1,15169,0.25918549698186455
Bipolar disorder,bipolar,broad,GO:BP,GO:2001252,positive regulation of chromosome organization,3,80,88,6.4640625,0.011240460838779729,0.39965954819844346,MAD1L1;GNL3;TNKS,15169,0.25918549698186455
Bipolar disorder,bipolar,broad,GO:BP,GO:0007094,mitotic spindle assembly checkpoint signaling,2,80,32,11.850781250000002,0.012297510323365738,0.39965954819844346,MAD1L1;PCID2,15169,0.25918549698186455
Bipolar disorder,bipolar,broad,GO:BP,GO:0071174,mitotic spindle checkpoint signaling,2,80,32,11.850781250000002,0.012297510323365738,0.39965954819844346,MAD1L1;PCID2,15169,0.25918549698186455
Bipolar disorder,bipolar,broad,GO:BP,GO:0071173,spindle assembly checkpoint signaling,2,80,32,11.850781250000002,0.012297510323365738,0.39965954819844346,MAD1L1;PCID2,15169,0.25918549698186455
Bipolar disorder,bipolar,broad,GO:BP,GO:0035330,regulation of hippo signaling,2,80,33,11.491666666666667,0.013046536143013057,0.39965954819844346,SHANK2;STK4,15169,0.25918549698186455
Bipolar disorder,bipolar,broad,GO:BP,GO:0031577,spindle checkpoint signaling,2,80,33,11.491666666666667,0.013046536143013057,0.39965954819844346,MAD1L1;PCID2,15169,0.25918549698186455
Bipolar disorder,bipolar,broad,GO:BP,GO:0033048,negative regulation of mitotic sister chromatid segregation,2,80,34,11.153676470588236,0.013814988458982077,0.39965954819844346,MAD1L1;PCID2,15169,0.25918549698186455
Bipolar disorder,bipolar,broad,GO:BP,GO:0033046,negative regulation of sister chromatid segregation,2,80,34,11.153676470588236,0.013814988458982077,0.39965954819844346,MAD1L1;PCID2,15169,0.25918549698186455
Bipolar disorder,bipolar,broad,GO:BP,GO:0045841,negative regulation of mitotic metaphase/anaphase transition,2,80,34,11.153676470588236,0.013814988458982077,0.39965954819844346,MAD1L1;PCID2,15169,0.25918549698186455
Bipolar disorder,bipolar,broad,GO:BP,GO:2000816,negative regulation of mitotic sister chromatid separation,2,80,34,11.153676470588236,0.013814988458982077,0.39965954819844346,MAD1L1;PCID2,15169,0.25918549698186455
Bipolar disorder,bipolar,broad,GO:BP,GO:0045933,positive regulation of muscle contraction,2,80,35,10.835,0.014602646890137145,0.39965954819844346,CACNA1C;CTTN,15169,0.25918549698186455
Bipolar disorder,bipolar,broad,GO:BP,GO:1905819,negative regulation of chromosome separation,2,80,36,10.534027777777778,0.015409292788506754,0.39965954819844346,MAD1L1;PCID2,15169,0.25918549698186455
Bipolar disorder,bipolar,broad,GO:BP,GO:0051985,negative regulation of chromosome segregation,2,80,36,10.534027777777778,0.015409292788506754,0.39965954819844346,MAD1L1;PCID2,15169,0.25918549698186455
Bipolar disorder,bipolar,broad,GO:BP,GO:1902100,negative regulation of metaphase/anaphase transition of cell cycle,2,80,36,10.534027777777778,0.015409292788506754,0.39965954819844346,MAD1L1;PCID2,15169,0.25918549698186455
Bipolar disorder,bipolar,broad,GO:BP,GO:0033043,regulation of organelle organization,11,80,1000,2.0857375,0.015513113895695185,0.39965954819844346,FES;MAD1L1;GNL3;ADD3;PCID2;PBRM1;CTTN;TNKS;HDGFL3;RHOBTB1;PPFIA1,15169,0.25918549698186455
Bipolar disorder,bipolar,broad,GO:BP,GO:0016310,phosphorylation,10,80,870,2.179454022988506,0.01580906723163864,0.39965954819844346,FES;SRPK2;STK4;PPP1R14B;NT5DC2;RPS6KA2;NEK4;TNKS;VEGFB;GLYCTK,15169,0.25918549698186455
Bipolar disorder,bipolar,broad,GO:BP,GO:0042220,response to cocaine,2,80,37,10.249324324324323,0.016234709227506392,0.39965954819844346,HOMER2;HDAC5,15169,0.2615747547087024
Bipolar disorder,bipolar,broad,GO:BP,GO:0006636,unsaturated fatty acid biosynthetic process,2,80,37,10.249324324324323,0.016234709227506392,0.39965954819844346,FADS1;FADS2,15169,0.2615747547087024
Bipolar disorder,bipolar,broad,GO:BP,GO:0033047,regulation of mitotic sister chromatid segregation,2,80,39,9.72371794871795,0.017940994557844422,0.39965954819844346,MAD1L1;PCID2,15169,0.28348409815326586
Bipolar disorder,bipolar,broad,GO:BP,GO:0015850,organic hydroxy compound transport,4,80,191,3.9709424083769633,0.01833905212735523,0.39965954819844346,KCNB1;NMB;FURIN;OSBPL2,15169,0.28348409815326586
Bipolar disorder,bipolar,broad,GO:BP,GO:0045839,negative regulation of mitotic nuclear division,2,80,40,9.480625000000002,0.018821438097981855,0.39965954819844346,MAD1L1;PCID2,15169,0.28348409815326586
Bipolar disorder,bipolar,broad,GO:BP,GO:0051983,regulation of chromosome segregation,3,80,107,5.3162383177570085,0.018937382735491212,0.39965954819844346,MAD1L1;PCID2;PBRM1,15169,0.28348409815326586
Bipolar disorder,bipolar,broad,GO:BP,GO:0050808,synapse organization,7,80,518,2.562331081081081,0.019346815997610137,0.39965954819844346,SHANK2;ANK3;NFIA;CTTN;LRTM2;ELFN1;PPFIA1,15169,0.28348409815326586
Bipolar disorder,bipolar,broad,GO:BP,GO:0051784,negative regulation of nuclear division,2,80,42,9.029166666666667,0.020635876130065785,0.39965954819844346,MAD1L1;PCID2,15169,0.28348409815326586
Bipolar disorder,bipolar,broad,GO:BP,GO:0051301,cell division,7,80,525,2.5281666666666665,0.020654033787629755,0.39965954819844346,MAD1L1;ANK3;GNL3;PLEC;NEK4;TNKS;VEGFB,15169,0.28348409815326586
Bipolar disorder,bipolar,broad,GO:BP,GO:0006368,transcription elongation by RNA polymerase II,3,80,112,5.07890625,0.021344259614546078,0.39965954819844346,PCID2;PBRM1;ADRM1,15169,0.28690574335199126
Bipolar disorder,bipolar,broad,GO:BP,GO:0006468,protein phosphorylation,9,80,787,2.1683767471410422,0.022435448005716563,0.39965954819844346,FES;SRPK2;STK4;NT5DC2;RPS6KA2;NEK4;TNKS;VEGFB;GLYCTK,15169,0.28690574335199126
Bipolar disorder,bipolar,broad,GO:BP,GO:0010965,regulation of mitotic sister chromatid separation,2,80,44,8.61875,0.02252033372291988,0.39965954819844346,MAD1L1;PCID2,15169,0.28690574335199126
Bipolar disorder,bipolar,broad,GO:BP,GO:0016032,viral process,5,80,307,3.0881514657980453,0.023034347995570557,0.39965954819844346,NFIA;SRPK2;FURIN;SPCS1;PARP10,15169,0.28690574335199126
Bipolar disorder,bipolar,broad,GO:BP,GO:0045786,negative regulation of cell cycle,5,80,307,3.0881514657980453,0.023034347995570557,0.39965954819844346,MAD1L1;CUL4A;PCID2;RPS6KA2;TNKS,15169,0.28690574335199126
Bipolar disorder,bipolar,broad,GO:BP,GO:0001525,angiogenesis,6,80,424,2.6831957547169814,0.024391796880237904,0.39965954819844346,THSD7A;SRPK2;STK4;HDAC5;STAB1;VEGFB,15169,0.28690574335199126
Bipolar disorder,bipolar,broad,GO:BP,GO:0050805,negative regulation of synaptic transmission,2,80,46,8.244021739130435,0.024473175769276552,0.39965954819844346,SHANK2;KCNB1,15169,0.28690574335199126
Bipolar disorder,bipolar,broad,GO:BP,GO:0098900,regulation of action potential,2,80,46,8.244021739130435,0.024473175769276552,0.39965954819844346,CACNA1C;KCNB1,15169,0.28690574335199126
Bipolar disorder,bipolar,broad,GO:BP,GO:0035329,hippo signaling,2,80,46,8.244021739130435,0.024473175769276552,0.39965954819844346,SHANK2;STK4,15169,0.28690574335199126
Bipolar disorder,bipolar,broad,GO:BP,GO:0010638,positive regulation of organelle organization,6,80,426,2.670598591549296,0.024889501582753683,0.39965954819844346,FES;MAD1L1;GNL3;ADD3;CTTN;TNKS,15169,0.28690574335199126
Bipolar disorder,bipolar,broad,GO:BP,GO:0051306,mitotic sister chromatid separation,2,80,47,8.068617021276596,0.025474737082933938,0.39965954819844346,MAD1L1;PCID2,15169,0.28690574335199126
Bipolar disorder,bipolar,broad,GO:BP,GO:0051599,response to hydrostatic pressure,1,80,5,37.92250000000001,0.02609629554298484,0.39965954819844346,PLEC,15169,0.28690574335199126
Bipolar disorder,bipolar,broad,GO:BP,GO:1904355,positive regulation of telomere capping,1,80,5,37.92250000000001,0.02609629554298484,0.39965954819844346,TNKS,15169,0.28690574335199126
Bipolar disorder,bipolar,broad,GO:BP,GO:0046314,phosphocreatine biosynthetic process,1,80,5,37.92250000000001,0.02609629554298484,0.39965954819844346,CKMT2,15169,0.28690574335199126
Bipolar disorder,bipolar,broad,GO:BP,GO:0045875,negative regulation of sister chromatid cohesion,1,80,5,37.92250000000001,0.02609629554298484,0.39965954819844346,TNKS,15169,0.28690574335199126
Bipolar disorder,bipolar,broad,GO:BP,GO:0071286,cellular response to magnesium ion,1,80,5,37.92250000000001,0.02609629554298484,0.39965954819844346,ANK3,15169,0.28690574335199126
Bipolar disorder,bipolar,broad,GO:BP,GO:1901977,negative regulation of cell cycle checkpoint,1,80,5,37.92250000000001,0.02609629554298484,0.39965954819844346,MAD1L1,15169,0.28690574335199126
Bipolar disorder,bipolar,broad,GO:BP,GO:0042262,DNA protection,1,80,5,37.92250000000001,0.02609629554298484,0.39965954819844346,NUDT1,15169,0.28690574335199126
Bipolar disorder,bipolar,broad,GO:BP,GO:0062033,positive regulation of mitotic sister chromatid segregation,1,80,5,37.92250000000001,0.02609629554298484,0.39965954819844346,MAD1L1,15169,0.28690574335199126
Bipolar disorder,bipolar,broad,GO:BP,GO:1902259,regulation of delayed rectifier potassium channel activity,1,80,5,37.92250000000001,0.02609629554298484,0.39965954819844346,ANK3,15169,0.28690574335199126
