region_id,region,robustness_rank,spatial_robustness_label,gene,gene_expression,l2g_score,weighted_contribution,regional_rank,top_driver
141,Thal MGN L,3,not_robust,STK39,0.8797958832890667,0.8421160578727722,0.015816722667517137,1,True
141,Thal MGN L,3,not_robust,SIPA1L2,0.8118764503331326,0.8528462648391724,0.014781663838417492,2,True
141,Thal MGN L,3,not_robust,SH3GL2,0.7115388459924532,0.8994671702384949,0.013663015377508012,3,True
141,Thal MGN L,3,not_robust,ITPKB,0.6819889377540465,0.9014809131622314,0.013124914761127529,4,True
141,Thal MGN L,3,not_robust,CLCN3,0.7427615459605073,0.8020431399345398,0.012717734828233128,5,True
141,Thal MGN L,3,not_robust,TMEM163,0.6810125528816974,0.8511537313461304,0.012374445578066154,6,True
141,Thal MGN L,3,not_robust,CNTN1,0.7318609134115375,0.7606772780418396,0.011884793017366056,7,True
141,Thal MGN L,3,not_robust,SLC2A13,0.7925413376180118,0.700274646282196,0.011848215693980382,8,True
141,Thal MGN L,3,not_robust,RNF141,0.7058832599012972,0.7541582584381104,0.011364700611517627,9,True
141,Thal MGN L,3,not_robust,HIP1R,0.5996769293165072,0.8798125386238098,0.01126341571407978,10,True
141,Thal MGN L,3,not_robust,DYRK1A,0.6532235062786396,0.7525694370269775,0.010494723644582442,11,True
141,Thal MGN L,3,not_robust,RIT2,0.5807174756868603,0.8445248007774353,0.010469837203136557,12,True
141,Thal MGN L,3,not_robust,ALG10,0.6939523075915666,0.7019623517990112,0.010399347006244865,13,True
141,Thal MGN L,3,not_robust,FCGR2A,0.5545155674016844,0.8712173104286194,0.010313423804262626,14,True
141,Thal MGN L,3,not_robust,TOX3,0.6339822700807853,0.7276461720466614,0.009848270914110415,15,True
141,Thal MGN L,3,not_robust,CAMK2D,0.7566582817459568,0.6061360836029053,0.00979112407026947,16,True
141,Thal MGN L,3,not_robust,FAM47E,0.6498146119257384,0.6943575739860535,0.009632416996388112,17,True
141,Thal MGN L,3,not_robust,TMEM175,0.5523642940927839,0.7957037091255188,0.009382954386954563,18,True
141,Thal MGN L,3,not_robust,ASXL3,0.6053854884478136,0.7160765528678894,0.009254523984022992,19,True
141,Thal MGN L,3,not_robust,ITGA8,0.7511027914757769,0.5747663378715515,0.009216230468166973,20,True
141,Thal MGN L,3,not_robust,ELOVL7,0.6907021710549529,0.6225336194038391,0.009179441461982357,21,False
141,Thal MGN L,3,not_robust,IRS2,0.5679351514511002,0.7469207048416138,0.009055988728221472,22,False
141,Thal MGN L,3,not_robust,SLC18B1,0.5990252998022298,0.702358067035675,0.008981861739568898,23,False
141,Thal MGN L,3,not_robust,GALC,0.5688191030909282,0.730959951877594,0.008876267501442695,24,False
141,Thal MGN L,3,not_robust,RIMS1,0.6178713437792516,0.67091304063797,0.008849666658940231,25,False
141,Thal MGN L,3,not_robust,C8orf58,0.7668413516480697,0.5322436690330505,0.008713219479296076,26,False
141,Thal MGN L,3,not_robust,PIK3CA,0.710461655941723,0.5610139966011047,0.008508969475208607,27,False
141,Thal MGN L,3,not_robust,MAP4K4,0.5287111816441037,0.7526438236236572,0.008495141611626367,28,False
141,Thal MGN L,3,not_robust,AZI2,0.7245649397143109,0.5317397713661194,0.008225060203738206,29,False
141,Thal MGN L,3,not_robust,NSF,0.7231192880222894,0.5286843180656433,0.008161481484236462,30,False
141,Thal MGN L,3,not_robust,KTN1,0.7853745465472781,0.4827914834022522,0.008094668126582634,31,False
141,Thal MGN L,3,not_robust,SV2C,0.6241376129106758,0.5758057832717896,0.007672183888919741,32,False
141,Thal MGN L,3,not_robust,SPPL2B,0.510230767740695,0.6948310136795044,0.007568476452055192,33,False
141,Thal MGN L,3,not_robust,UBAP2,0.6109396454424254,0.5707280039787292,0.007443721509998127,34,False
141,Thal MGN L,3,not_robust,CTSB,0.4042559455222608,0.8426995277404785,0.0072726350036752055,35,False
141,Thal MGN L,3,not_robust,GPNMB,0.3655652625471743,0.8844435214996338,0.00690236070790269,36,False
141,Thal MGN L,3,not_robust,SLC50A1,0.5189685321969736,0.6150293350219727,0.00681395845464424,37,False
141,Thal MGN L,3,not_robust,MED12L,0.5711045865815185,0.5456203818321228,0.006652254540675629,38,False
141,Thal MGN L,3,not_robust,VAMP4,0.492575860141344,0.5934772491455078,0.006240793676175549,39,False
141,Thal MGN L,3,not_robust,SEC23IP,0.4170330123557515,0.6697301864624023,0.005962562367023317,40,False
141,Thal MGN L,3,not_robust,MCCC1,0.3978803429674311,0.6534242630004883,0.0055502221431631684,41,False
141,Thal MGN L,3,not_robust,FYN,0.3154161907637571,0.7615038752555847,0.005127654156282973,42,False
141,Thal MGN L,3,not_robust,FASN,0.4283411216394492,0.5596649646759033,0.00511776707205463,43,False
141,Thal MGN L,3,not_robust,ITPA,0.4821793762457938,0.4807567894458771,0.004948763306208608,44,False
