disease,disease_id,gene,ensembl_id,l2g_score,number_of_top_regions,mean_expression,mean_weighted_contribution,maximum_weighted_contribution,regions
Multiple sclerosis,multiple_sclerosis,GNG2,ENSG00000186469,0.7110607028007507,2,0.6777281326928014,0.005869645223216709,0.005900466378297244,Amygdala L;SN pr R
Multiple sclerosis,multiple_sclerosis,NDFIP1,ENSG00000131507,0.7270665168762207,2,0.6553970411619113,0.005804011735544297,0.006167385359711801,N Acc L;Thal MDm L
Multiple sclerosis,multiple_sclerosis,JAZF1,ENSG00000153814,0.7474095821380615,2,0.616951242110134,0.005616414669607016,0.005658674265631578,Amygdala L;Thal MDm L
Multiple sclerosis,multiple_sclerosis,BATF3,ENSG00000123685,0.7612656354904175,1,0.9559289512846292,0.00886362760033784,0.00886362760033784,Vermis 8
Multiple sclerosis,multiple_sclerosis,SPRED2,ENSG00000198369,0.8964818120002747,1,0.673918647002856,0.0073586579608242615,0.0073586579608242615,Amygdala L
Multiple sclerosis,multiple_sclerosis,ZBTB38,ENSG00000177311,0.7534781098365784,1,0.7468325002293362,0.00685399067755674,0.00685399067755674,Thal VA L
Multiple sclerosis,multiple_sclerosis,TNIP3,ENSG00000050730,0.7497385144233704,1,0.7317049429592951,0.006681830751167641,0.006681830751167641,Olfactory L
Multiple sclerosis,multiple_sclerosis,MYC,ENSG00000136997,0.6967940330505371,1,0.7419499105735541,0.006296927172392442,0.006296927172392442,SN pr R
Multiple sclerosis,multiple_sclerosis,TRAF3,ENSG00000131323,0.8314830660820007,1,0.5804671042544204,0.005878691666359321,0.005878691666359321,Olfactory L
Multiple sclerosis,multiple_sclerosis,BCL10,ENSG00000142867,0.7976732850074768,1,0.5973244160395932,0.005803433002958154,0.005803433002958154,Amygdala L
Parkinson disease,parkinson,SIPA1L2,ENSG00000116991,0.8528462648391724,10,0.5995126799553294,0.010915201319526195,0.015825174478500407,Amygdala L;Cingulate Mid L;Frontal Inf Orb 2 L;Frontal Sup 2 R;Frontal Sup Medial R;Hippocampus L;OFCant R;Thal MGN L;Thal PuM R;Thal VL R
Parkinson disease,parkinson,CNTN1,ENSG00000018236,0.7606772780418396,10,0.6256641455474589,0.010160248664676831,0.01198852867194526,Amygdala L;Cingulate Mid L;Frontal Inf Orb 2 L;Frontal Sup 2 R;Frontal Sup Medial R;Hippocampus L;OFCant R;Thal MGN L;Thal PuM R;Thal VL R
Parkinson disease,parkinson,FCGR2A,ENSG00000143226,0.8712173104286194,10,0.5330240342943903,0.009913703215393558,0.012037445042881479,Amygdala L;Cingulate Mid L;Frontal Inf Orb 2 L;Frontal Sup 2 R;Frontal Sup Medial R;Hippocampus L;OFCant R;Thal MGN L;Thal PuM R;Thal VL R
Parkinson disease,parkinson,SH3GL2,ENSG00000107295,0.8994671702384949,9,0.5825109003195429,0.011185412340391554,0.013663015377508012,Amygdala L;Cingulate Mid L;Frontal Inf Orb 2 L;Frontal Sup 2 R;Hippocampus L;OFCant R;Thal MGN L;Thal PuM R;Thal VL R
Parkinson disease,parkinson,RIT2,ENSG00000152214,0.8445248007774353,9,0.6105759736171475,0.011008160269943775,0.013130766607525653,Cingulate Mid L;Frontal Inf Orb 2 L;Frontal Sup 2 R;Frontal Sup Medial R;Hippocampus L;OFCant R;Thal MGN L;Thal PuM R;Thal VL R
Parkinson disease,parkinson,STK39,ENSG00000198648,0.8421160578727722,9,0.6035185376403377,0.010849886338268284,0.015816722667517137,Cingulate Mid L;Frontal Inf Orb 2 L;Frontal Sup 2 R;Frontal Sup Medial R;Hippocampus L;OFCant R;Thal MGN L;Thal PuM R;Thal VL R
Parkinson disease,parkinson,ITPKB,ENSG00000143772,0.9014809131622314,9,0.5387570478636152,0.010368409132050763,0.013124914761127529,Amygdala L;Cingulate Mid L;Frontal Inf Orb 2 L;Frontal Sup 2 R;Frontal Sup Medial R;OFCant R;Thal MGN L;Thal PuM R;Thal VL R
Parkinson disease,parkinson,CLCN3,ENSG00000109572,0.8020431399345398,9,0.6029071923161099,0.010323116267409092,0.012717734828233128,Amygdala L;Cingulate Mid L;Frontal Inf Orb 2 L;Frontal Sup 2 R;Frontal Sup Medial R;Hippocampus L;Thal MGN L;Thal PuM R;Thal VL R
Parkinson disease,parkinson,SLC2A13,ENSG00000151229,0.700274646282196,8,0.6822220179922115,0.01019898046535735,0.011848215693980382,Amygdala L;Cingulate Mid L;Frontal Inf Orb 2 L;Frontal Sup Medial R;OFCant R;Thal MGN L;Thal PuM R;Thal VL R
Parkinson disease,parkinson,TMEM175,ENSG00000127419,0.7957037091255188,8,0.5983792289769603,0.010164605264381458,0.012977772274391688,Amygdala L;Cingulate Mid L;Frontal Inf Orb 2 L;Frontal Sup 2 R;Hippocampus L;Thal MGN L;Thal PuM R;Thal VL R
Parkinson disease,parkinson,RNF141,ENSG00000110315,0.7541582584381104,8,0.627934277180911,0.010109724184234992,0.011364700611517627,Cingulate Mid L;Frontal Inf Orb 2 L;Frontal Sup 2 R;Frontal Sup Medial R;OFCant R;Thal MGN L;Thal PuM R;Thal VL R
Parkinson disease,parkinson,CCSER1,ENSG00000184305,0.8328624963760376,7,0.6025059586935788,0.010712658932382454,0.012797386935817572,Amygdala L;Cingulate Mid L;Frontal Inf Orb 2 L;Frontal Sup 2 R;Frontal Sup Medial R;Hippocampus L;OFCant R
Parkinson disease,parkinson,DYRK1A,ENSG00000157540,0.7525694370269775,7,0.6185493488209909,0.009937646784014697,0.010494723644582442,Amygdala L;Cingulate Mid L;Frontal Inf Orb 2 L;Hippocampus L;OFCant R;Thal MGN L;Thal PuM R
Parkinson disease,parkinson,CTSB,ENSG00000164733,0.8426995277404785,7,0.5345387438983752,0.009616445281153768,0.011764279704848293,Amygdala L;Cingulate Mid L;Frontal Inf Orb 2 L;Frontal Sup 2 R;Hippocampus L;OFCant R;Thal VL R
Parkinson disease,parkinson,GPNMB,ENSG00000136235,0.8844435214996338,6,0.5844443800195127,0.011035090961578058,0.013049539669062934,Amygdala L;Frontal Inf Orb 2 L;Frontal Sup 2 R;Frontal Sup Medial R;Hippocampus L;OFCant R
Parkinson disease,parkinson,HIP1R,ENSG00000130787,0.8798125386238098,6,0.5834725713176298,0.010959057798011276,0.013567634990370173,Cingulate Mid L;Frontal Sup 2 R;Frontal Sup Medial R;Thal MGN L;Thal PuM R;Thal VL R
Parkinson disease,parkinson,ASXL3,ENSG00000141431,0.7160765528678894,6,0.6492240730314134,0.009924684138497057,0.011561634148353513,Amygdala L;Cingulate Mid L;Frontal Inf Orb 2 L;Frontal Sup Medial R;OFCant R;Thal MGN L
Parkinson disease,parkinson,ALG10,ENSG00000139133,0.7019623517990112,6,0.6406271503876056,0.009600233280618445,0.010839898811459024,Amygdala L;Frontal Inf Orb 2 L;Frontal Sup Medial R;OFCant R;Thal MGN L;Thal VL R
Parkinson disease,parkinson,RIMS1,ENSG00000079841,0.67091304063797,6,0.6510118951478008,0.009324333165904709,0.011314891990723558,Frontal Inf Orb 2 L;Frontal Sup 2 R;Frontal Sup Medial R;Hippocampus L;OFCant R;Thal PuM R
Parkinson disease,parkinson,TOX3,ENSG00000103460,0.7276461720466614,5,0.6446512320129025,0.010014002406043828,0.011739506238632952,Frontal Inf Orb 2 L;Frontal Sup Medial R;Thal MGN L;Thal PuM R;Thal VL R
Parkinson disease,parkinson,SLC18B1,ENSG00000146409,0.702358067035675,5,0.648472420251472,0.00972327816962875,0.01052935576828231,Amygdala L;Cingulate Mid L;Frontal Sup Medial R;Thal PuM R;Thal VL R
Parkinson disease,parkinson,FAM47E,ENSG00000189157,0.6943575739860535,5,0.6555470931953256,0.009717391462950212,0.010683956571741902,Frontal Inf Orb 2 L;Frontal Sup 2 R;OFCant R;Thal MGN L;Thal VL R
Parkinson disease,parkinson,CAMK2D,ENSG00000145349,0.6061360836029053,5,0.7351484086862723,0.009512787282126274,0.01076278525353158,Amygdala L;OFCant R;Thal MGN L;Thal PuM R;Thal VL R
Parkinson disease,parkinson,TMEM163,ENSG00000152128,0.8511537313461304,4,0.6457218241996555,0.011733189848434855,0.014833426315881651,Cingulate Mid L;Thal MGN L;Thal PuM R;Thal VL R
Parkinson disease,parkinson,FBRSL1,ENSG00000112787,0.6778879165649414,4,0.6138842648478936,0.00888396869848607,0.00982742412058678,Amygdala L;Cingulate Mid L;Frontal Sup Medial R;Hippocampus L
Parkinson disease,parkinson,FYN,ENSG00000010810,0.7615038752555847,3,0.6358849433821041,0.010337446739673415,0.010712172144351235,Amygdala L;Frontal Sup Medial R;Hippocampus L
Parkinson disease,parkinson,IRS2,ENSG00000185950,0.7469207048416138,3,0.6396605404946455,0.010199683238142243,0.011133864519232158,Frontal Sup 2 R;Frontal Sup Medial R;Hippocampus L
Parkinson disease,parkinson,GALC,ENSG00000054983,0.730959951877594,3,0.5736997713582358,0.008952429003211915,0.009595455880576916,Amygdala L;Thal PuM R;Thal VL R
Parkinson disease,parkinson,SEC23IP,ENSG00000107651,0.6697301864624023,3,0.6203650332062463,0.008869717962896711,0.010167290047689957,Frontal Sup 2 R;Hippocampus L;OFCant R
Parkinson disease,parkinson,PKP2,ENSG00000057294,0.7130399346351624,2,0.6315002938576386,0.00961280286571963,0.010780919130070548,Amygdala L;Hippocampus L
Parkinson disease,parkinson,MAP4K4,ENSG00000071054,0.7526438236236572,2,0.5372192668903013,0.008631846473410226,0.008710711752874075,Frontal Sup 2 R;Thal PuM R
Parkinson disease,parkinson,ITGA8,ENSG00000077943,0.5747663378715515,1,0.7511027914757769,0.009216230468166973,0.009216230468166973,Thal MGN L
Parkinson disease,parkinson,DLG2,ENSG00000150672,0.607625424861908,1,0.7104059104466266,0.009215207722606263,0.009215207722606263,Hippocampus L
Parkinson disease,parkinson,AZI2,ENSG00000163512,0.5317397713661194,1,0.8032815284165546,0.009118629082966805,0.009118629082966805,OFCant R
Parkinson disease,parkinson,USP25,ENSG00000155313,0.5770121216773987,1,0.7177514299372322,0.00884141199813566,0.00884141199813566,Hippocampus L
Parkinson disease,parkinson,SPPL2B,ENSG00000005206,0.6948310136795044,1,0.5652385280853675,0.008384430653900836,0.008384430653900836,Frontal Sup 2 R
Parkinson disease,parkinson,MCCC1,ENSG00000078070,0.6534242630004883,1,0.5722100366555303,0.007982029954783915,0.007982029954783915,Cingulate Mid L
Schizophrenia,schizophrenia,GPM6A,ENSG00000150625,0.8936079740524292,9,0.7118464757075486,0.004622959922929508,0.0056903273530997086,Amygdala L;Amygdala R;Hippocampus L;Hippocampus R;OFCant R;Putamen L;Putamen R;Rolandic Oper L;SupraMarginal L
Schizophrenia,schizophrenia,BCL11B,ENSG00000127152,0.8401805758476257,8,0.7475234769510509,0.00456440557765131,0.0051375289880047185,Amygdala L;Amygdala R;Frontal Inf Tri R;Hippocampus L;Hippocampus R;Putamen L;Putamen R;Rolandic Oper L
Schizophrenia,schizophrenia,PLK2,ENSG00000145632,0.8291535377502441,8,0.722607685479095,0.004354359562097254,0.004787391484228798,Amygdala L;Amygdala R;Hippocampus L;Hippocampus R;OFCant R;Putamen L;Putamen R;Rolandic Oper L
Schizophrenia,schizophrenia,NRXN3,ENSG00000021645,0.883711576461792,8,0.6360886008624039,0.004085214933062155,0.005076981312760169,Amygdala L;Amygdala R;Frontal Inf Tri R;Hippocampus L;Hippocampus R;OFCant R;Putamen L;SupraMarginal L
Schizophrenia,schizophrenia,KCNQ5,ENSG00000185760,0.7683469653129578,8,0.7082971739536164,0.003955119802845656,0.004510298392307942,Amygdala L;Amygdala R;Frontal Inf Tri R;Hippocampus L;Hippocampus R;Putamen L;Putamen R;SupraMarginal L
Schizophrenia,schizophrenia,SNCA,ENSG00000145335,0.7527541518211365,7,0.7019934669554928,0.0038403692508721643,0.004717001436352786,Amygdala L;Amygdala R;Hippocampus L;Hippocampus R;OFCant R;Putamen R;Rolandic Oper L
Schizophrenia,schizophrenia,CUL3,ENSG00000036257,0.7886298894882202,7,0.6328062805126858,0.003626859798380409,0.004005261018604984,Amygdala R;Hippocampus L;Hippocampus R;OFCant R;Putamen R;Rolandic Oper L;SupraMarginal L
Schizophrenia,schizophrenia,SORCS3,ENSG00000156395,0.8123157620429993,6,0.718174425482783,0.004239762894522053,0.005211996808008849,Amygdala L;Amygdala R;Putamen L;Putamen R;Rolandic Oper L;SupraMarginal L
Schizophrenia,schizophrenia,PJA1,ENSG00000181191,0.9303026795387268,6,0.624590887099969,0.0042228598595403675,0.00543320407969817,Amygdala L;Amygdala R;Putamen L;Putamen R;Rolandic Oper L;SupraMarginal L
Schizophrenia,schizophrenia,NRIP1,ENSG00000180530,0.8447601199150085,6,0.6748559085959432,0.004143155291095994,0.004654349128137953,Amygdala L;Amygdala R;Frontal Inf Tri R;OFCant R;Putamen R;Rolandic Oper L
Schizophrenia,schizophrenia,CNKSR2,ENSG00000149970,0.8181247115135193,6,0.6636618552386847,0.003945964022787685,0.004470967643542496,Amygdala L;Hippocampus L;Hippocampus R;Putamen R;Rolandic Oper L;SupraMarginal L
Schizophrenia,schizophrenia,WSCD2,ENSG00000075035,0.8989808559417725,5,0.6176951757079003,0.004035630601910778,0.004771558141259505,Frontal Inf Tri R;Hippocampus L;Hippocampus R;Putamen L;SupraMarginal L
Schizophrenia,schizophrenia,KCNB1,ENSG00000158445,0.7385104298591614,5,0.7347252699550932,0.003943377589881642,0.004586434398699511,Amygdala R;Frontal Inf Tri R;Hippocampus L;Putamen L;Putamen R
Schizophrenia,schizophrenia,CALN1,ENSG00000183166,0.7787797451019287,5,0.694302922214874,0.0039296185435765485,0.004021893366473936,Amygdala L;Hippocampus L;Hippocampus R;Putamen L;Putamen R
Schizophrenia,schizophrenia,TMTC1,ENSG00000133687,0.8838144540786743,5,0.6040150095168478,0.003879677126575018,0.004285199092571605,Amygdala L;Hippocampus L;Hippocampus R;Rolandic Oper L;SupraMarginal L
Schizophrenia,schizophrenia,NDST3,ENSG00000164100,0.7017623782157898,5,0.7423299016273528,0.003785940551194831,0.003913057761402693,Amygdala L;Frontal Inf Tri R;OFCant R;Putamen L;Putamen R
Schizophrenia,schizophrenia,GRM3,ENSG00000198822,0.8318872451782227,4,0.7087030465987456,0.004284651652870779,0.0045797513201017905,Frontal Inf Tri R;OFCant R;Putamen L;Putamen R
Schizophrenia,schizophrenia,FOXG1,ENSG00000176165,0.6345171928405762,4,0.9150814897272512,0.004219781059665012,0.0043347569424801126,Amygdala L;Amygdala R;Putamen L;Putamen R
Schizophrenia,schizophrenia,KLF10,ENSG00000155090,0.7697800397872925,4,0.6776447184675907,0.003791014602770066,0.004658926167228634,Amygdala R;Putamen R;Rolandic Oper L;SupraMarginal L
Schizophrenia,schizophrenia,SLC39A8,ENSG00000138821,0.913413107395172,4,0.5694163748395178,0.003779931636084108,0.0043950402934067895,OFCant R;Putamen L;Rolandic Oper L;SupraMarginal L
Schizophrenia,schizophrenia,AKT3,ENSG00000117020,0.8224818706512451,4,0.6298676453514489,0.003764977524809257,0.004072500866926875,Amygdala R;Hippocampus L;Hippocampus R;Rolandic Oper L
Schizophrenia,schizophrenia,MMP16,ENSG00000156103,0.7992107272148132,3,0.8127810651077665,0.004720865591808875,0.005055050113194654,Amygdala L;Amygdala R;OFCant R
Schizophrenia,schizophrenia,KLF6,ENSG00000067082,0.9084256887435912,3,0.6316546292036379,0.004170190013090277,0.00447441483903779,OFCant R;Putamen R;Rolandic Oper L
Schizophrenia,schizophrenia,NXPH1,ENSG00000122584,0.8281353116035461,3,0.6853663871264124,0.0041248756272137055,0.004510784933238078,Frontal Inf Tri R;OFCant R;Rolandic Oper L
Schizophrenia,schizophrenia,GGNBP2,ENSG00000278311,0.871914803981781,3,0.6409291070811295,0.00406135357630564,0.004684606021883625,Frontal Inf Tri R;Rolandic Oper L;SupraMarginal L
Schizophrenia,schizophrenia,ENOX1,ENSG00000120658,0.7261564135551453,3,0.7689589386533099,0.004058075109068972,0.004621464088787294,Amygdala R;OFCant R;Putamen R
Schizophrenia,schizophrenia,HCN1,ENSG00000164588,0.7100124955177307,3,0.7811453128243975,0.004030738066372659,0.004226657289236008,Amygdala L;Amygdala R;Hippocampus L
Schizophrenia,schizophrenia,ZSWIM6,ENSG00000130449,0.8004053831100464,3,0.6803612411436081,0.003957640296061577,0.004269757715355626,OFCant R;Putamen L;Putamen R
Schizophrenia,schizophrenia,PDE4B,ENSG00000184588,0.8273506760597229,3,0.6463708953789803,0.0038864955320441707,0.004222360229527203,OFCant R;Putamen L;SupraMarginal L
Schizophrenia,schizophrenia,SPHKAP,ENSG00000153820,0.7075619101524353,3,0.7329175110960083,0.0037688278246082803,0.0039309144461758365,Hippocampus L;Hippocampus R;Rolandic Oper L
Schizophrenia,schizophrenia,EFNA5,ENSG00000184349,0.7586259245872498,3,0.6791761172663882,0.00374452590484335,0.003935369519179841,Frontal Inf Tri R;Putamen R;SupraMarginal L
Schizophrenia,schizophrenia,STUM,ENSG00000203685,0.840662956237793,3,0.612072336328164,0.003739481729548976,0.004059074605396882,Hippocampus L;Hippocampus R;Rolandic Oper L
Schizophrenia,schizophrenia,ATP2A2,ENSG00000174437,0.7557124495506287,3,0.6753382734224959,0.003709067130742839,0.003973668001276441,Frontal Inf Tri R;Hippocampus R;SupraMarginal L
Schizophrenia,schizophrenia,GRAMD1B,ENSG00000023171,0.7041944265365601,3,0.6983552129461664,0.003574009614990239,0.003763068371153712,Frontal Inf Tri R;Hippocampus L;Hippocampus R
Schizophrenia,schizophrenia,MAN2A1,ENSG00000112893,0.8416651487350464,3,0.5767234653100791,0.0035277168564286747,0.0037670473205478846,OFCant R;Putamen L;SupraMarginal L
Schizophrenia,schizophrenia,SNAP91,ENSG00000065609,0.7968053817749023,2,0.7110764695152352,0.004117705855508104,0.00412685840725753,Hippocampus L;Hippocampus R
Schizophrenia,schizophrenia,RGS6,ENSG00000182732,0.8801990151405334,2,0.6310180208089804,0.004036541242751994,0.004567613980437802,Frontal Inf Tri R;Rolandic Oper L
Schizophrenia,schizophrenia,PCDH17,ENSG00000118946,0.7077595591545105,2,0.766646507043635,0.003943371186532075,0.004192321884466583,Amygdala L;Amygdala R
Schizophrenia,schizophrenia,ADCY2,ENSG00000078295,0.6479357481002808,2,0.8315726072992129,0.003915785286944561,0.004379505278399098,Amygdala R;OFCant R
Schizophrenia,schizophrenia,GRIN2A,ENSG00000183454,0.7030854225158691,2,0.7464940017739932,0.0038143555232850765,0.003934094041712374,Hippocampus L;Hippocampus R
Schizophrenia,schizophrenia,ESAM,ENSG00000149564,0.8519312739372253,2,0.6000585882698677,0.00371522372069506,0.004427119237643496,Frontal Inf Tri R;SupraMarginal L
Schizophrenia,schizophrenia,ACE,ENSG00000159640,0.8098667860031128,2,0.5970798013473193,0.0035142505509185473,0.004030561736703501,Putamen L;SupraMarginal L
Schizophrenia,schizophrenia,FES,ENSG00000182511,0.7730885148048401,2,0.6243764792090415,0.0035080236254210664,0.003836288648418337,Frontal Inf Tri R;SupraMarginal L
Schizophrenia,schizophrenia,BBX,ENSG00000114439,0.881881058216095,1,0.6830619355006018,0.004377809432944904,0.004377809432944904,Putamen L
Schizophrenia,schizophrenia,PTBP2,ENSG00000117569,0.7354886531829834,1,0.7786546765911387,0.004162053199314143,0.004162053199314143,Amygdala R
Schizophrenia,schizophrenia,DRD2,ENSG00000149295,0.7329740524291992,1,0.7529495993980215,0.004010894705982283,0.004010894705982283,Putamen L
Schizophrenia,schizophrenia,DLX1,ENSG00000144355,0.7513089776039124,1,0.7079213348287918,0.0038653634265491204,0.0038653634265491204,Amygdala L
Schizophrenia,schizophrenia,TCF4,ENSG00000196628,0.7127246856689453,1,0.7436187965414668,0.003851757295480621,0.003851757295480621,Hippocampus L
Schizophrenia,schizophrenia,YWHAE,ENSG00000108953,0.7121877074241638,1,0.7330618505807478,0.003794214208006482,0.003794214208006482,Hippocampus R
Schizophrenia,schizophrenia,MAD1L1,ENSG00000002822,0.7022147178649902,1,0.7342207746208986,0.0037469970403364544,0.0037469970403364544,Frontal Inf Tri R
Schizophrenia,schizophrenia,TRPC4,ENSG00000133107,0.7357392311096191,1,0.6913079508192286,0.0036964277305821876,0.0036964277305821876,Amygdala L
Schizophrenia,schizophrenia,BNIP3L,ENSG00000104765,0.6283674240112305,1,0.7910741217777597,0.003612581001623957,0.003612581001623957,OFCant R
Schizophrenia,schizophrenia,SGCD,ENSG00000170624,0.82664555311203,1,0.5942477875094504,0.003570044758705203,0.003570044758705203,Amygdala L
Schizophrenia,schizophrenia,ZNF835,ENSG00000127903,0.7966992855072021,1,0.6130509225112806,0.003549586236371101,0.003549586236371101,Rolandic Oper L
Schizophrenia,schizophrenia,EMX1,ENSG00000135638,0.6644666194915771,1,0.7238574160015674,0.0034955293280211123,0.0034955293280211123,Hippocampus R
Schizophrenia,schizophrenia,NALCN,ENSG00000102452,0.7430585026741028,1,0.6458116847135773,0.0034875115959725265,0.0034875115959725265,OFCant R
Schizophrenia,schizophrenia,FURIN,ENSG00000140564,0.6580111980438232,1,0.7263561525904898,0.0034735188323172673,0.0034735188323172673,Frontal Inf Tri R
Schizophrenia,schizophrenia,GABBR2,ENSG00000136928,0.6426200866699219,1,0.7422734609419142,0.003466609982572815,0.003466609982572815,Frontal Inf Tri R
Schizophrenia,schizophrenia,SNX19,ENSG00000120451,0.673060417175293,1,0.702874149648911,0.003438098977629615,0.003438098977629615,OFCant R
Schizophrenia,schizophrenia,RALGPS1,ENSG00000136828,0.7670737504959106,1,0.6083844156746476,0.0033915791420869807,0.0033915791420869807,SupraMarginal L
Schizophrenia,schizophrenia,CNTN4,ENSG00000144619,0.6721672415733337,1,0.6910234129161874,0.003375645709376939,0.003375645709376939,Frontal Inf Tri R
