cell_type,cell_type_class,gene,nCPM,specificity_log2_ratio,marker_rank
ependymal cell,Ciliated cells,CCDC103,27.1,3.6280736541961365,125
ependymal cell,Ciliated cells,ANXA1,259.6,3.6267293892029056,126
ependymal cell,Ciliated cells,ENKUR,194.3,3.626589124427793,127
ependymal cell,Ciliated cells,ID4,321.9,3.6211145353583465,128
ependymal cell,Ciliated cells,SPATA4,36.1,3.6081259420284852,129
ependymal cell,Ciliated cells,MT1G,61.4,3.580764956180499,130
ependymal cell,Ciliated cells,CRISPLD1,217.3,3.580463541624567,131
ependymal cell,Ciliated cells,MT1F,76.1,3.5803768513128156,132
ependymal cell,Ciliated cells,CCDC146,801.1,3.578876306830489,133
ependymal cell,Ciliated cells,PLEKHG4B,103.6,3.568753674505088,134
ependymal cell,Ciliated cells,TEX9,500.8,3.5664205434100924,135
ependymal cell,Ciliated cells,TTC23L,317.5,3.562692886347594,136
ependymal cell,Ciliated cells,GPR39,155.1,3.561544182959863,137
ependymal cell,Ciliated cells,STK33,1309.6,3.5584484417616844,138
ependymal cell,Ciliated cells,RORC,21.7,3.5512704857023736,139
ependymal cell,Ciliated cells,PLEKHA7,620.6,3.541811865697047,140
ependymal cell,Ciliated cells,FAM181A,27.7,3.529820946528695,141
ependymal cell,Ciliated cells,GJA1,388.5,3.524589330734816,142
ependymal cell,Ciliated cells,IQCH,475.9,3.519451776195156,143
ependymal cell,Ciliated cells,NAA11,71.2,3.513725703725859,144
ependymal cell,Ciliated cells,CRB1,1432.7,3.506998988383084,145
ependymal cell,Ciliated cells,ULK4,1660.5,3.501485916185477,146
ependymal cell,Ciliated cells,MYB,54.4,3.4999248026558467,147
ependymal cell,Ciliated cells,CCDC113,133.0,3.493199522037191,148
ependymal cell,Ciliated cells,CD109,153.0,3.492598482572496,149
ependymal cell,Ciliated cells,UBXN10,31.5,3.4787969435042285,150
ependymal cell,Ciliated cells,METRN,570.9,3.4767734371895713,151
ependymal cell,Ciliated cells,MYCBPAP,56.2,3.468709432225308,152
ependymal cell,Ciliated cells,CFAP69,559.0,3.4500161918934364,153
ependymal cell,Ciliated cells,ZMYND12,35.8,3.4412516025722764,154
ependymal cell,Ciliated cells,C8orf34,2549.8,3.4342577525512796,155
ependymal cell,Ciliated cells,NRG4,359.8,3.433541139155315,156
ependymal cell,Ciliated cells,MTTP,30.4,3.421642788773239,157
ependymal cell,Ciliated cells,POU2AF1,112.7,3.404654908132388,158
ependymal cell,Ciliated cells,CCDC30,1297.9,3.403157127262372,159
ependymal cell,Ciliated cells,CACNG6,13.3,3.3936938213956958,160
ependymal cell,Ciliated cells,C2orf50,72.7,3.386899927570767,161
ependymal cell,Ciliated cells,GDPD2,26.6,3.3830807325071826,162
ependymal cell,Ciliated cells,STON2,390.3,3.380401014097647,163
ependymal cell,Ciliated cells,C21orf58,75.8,3.3802431673658817,164
ependymal cell,Ciliated cells,ITGB4,126.6,3.378456805446865,165
ependymal cell,Ciliated cells,TMEM47,335.1,3.3767151130019437,166
ependymal cell,Ciliated cells,SCO2,60.4,3.359582690272235,167
ependymal cell,Ciliated cells,USP43,191.4,3.3592628845148584,168
ependymal cell,Ciliated cells,TUBB4B,488.1,3.3368698703499575,169
ependymal cell,Ciliated cells,TOB1,317.6,3.33388815818321,170
ependymal cell,Ciliated cells,GLIS3,1730.9,3.324927532878614,171
ependymal cell,Ciliated cells,TRIL,82.3,3.3192539605890365,172
ependymal cell,Ciliated cells,MLF1,307.6,3.3071013145606107,173
ependymal cell,Ciliated cells,FLNC,27.8,3.2969470413239246,174
ependymal cell,Ciliated cells,CHST6,51.3,3.2953419004619904,175
ependymal cell,Ciliated cells,DOC2A,222.1,3.2911601360474982,176
ependymal cell,Ciliated cells,TMEM67,599.5,3.285161989898095,177
ependymal cell,Ciliated cells,TRIM29,17.9,3.2824559969607843,178
ependymal cell,Ciliated cells,CYP11A1,26.0,3.269460674993227,179
ependymal cell,Ciliated cells,EYA1,580.1,3.26060341239408,180
ependymal cell,Ciliated cells,TSPAN6,58.3,3.243657875039398,181
ependymal cell,Ciliated cells,GALNT3,118.3,3.242751477407326,182
ependymal cell,Ciliated cells,RSPH14,53.9,3.2314190303145485,183
ependymal cell,Ciliated cells,BEST4,42.4,3.221922411545391,184
ependymal cell,Ciliated cells,COL5A1,93.3,3.2159934193268342,185
ependymal cell,Ciliated cells,EFHC1,505.3,3.215423719599248,186
ependymal cell,Ciliated cells,MORN3,61.5,3.20992559764815,187
ependymal cell,Ciliated cells,RPGR,378.1,3.1998474985979386,188
ependymal cell,Ciliated cells,AQP4,376.8,3.1951036866749987,189
ependymal cell,Ciliated cells,TCTE1,27.4,3.1941412388631356,190
ependymal cell,Ciliated cells,SPEF1,110.2,3.191073343348669,191
ependymal cell,Ciliated cells,LRRC10B,37.9,3.179396421426627,192
ependymal cell,Ciliated cells,DPYSL3,469.3,3.1654421140003723,193
ependymal cell,Ciliated cells,MEIG1,28.2,3.1600772154859653,194
ependymal cell,Ciliated cells,TTC30B,25.1,3.1460041211472265,195
ependymal cell,Ciliated cells,ITGA2,200.0,3.1400897719015495,196
ependymal cell,Ciliated cells,ERBB2,55.2,3.1378458407620733,197
ependymal cell,Ciliated cells,TYMP,61.8,3.134443724000877,198
ependymal cell,Ciliated cells,SPATA6L,456.1,3.124620829702198,199
ependymal cell,Ciliated cells,CLU,2071.7,3.117014259174692,200
fibroblast,Mesenchymal cells,C7,381.7,7.440580751107355,1
fibroblast,Mesenchymal cells,FMO2,361.2,6.857136332940513,2
fibroblast,Mesenchymal cells,CEMIP,5459.2,6.8134737677613,3
fibroblast,Mesenchymal cells,ISLR,355.3,6.754482648774845,4
fibroblast,Mesenchymal cells,FMOD,136.2,6.394996522974642,5
fibroblast,Mesenchymal cells,CYP1B1,507.2,5.993082973365746,6
fibroblast,Mesenchymal cells,FBLN2,337.3,5.898887737911658,7
fibroblast,Mesenchymal cells,COL6A3,211.5,5.634116871999701,8
fibroblast,Mesenchymal cells,APOD,2810.5,5.524381659007265,9
fibroblast,Mesenchymal cells,MFAP4,140.1,5.504081376348664,10
fibroblast,Mesenchymal cells,COL1A2,815.9,5.453967192009441,11
fibroblast,Mesenchymal cells,IGFBP6,333.0,5.376617546491172,12
fibroblast,Mesenchymal cells,VIT,241.9,5.248881742357104,13
fibroblast,Mesenchymal cells,LTBP2,154.4,5.216758166252183,14
fibroblast,Mesenchymal cells,ISM1,293.6,5.147922978615077,15
fibroblast,Mesenchymal cells,PCOLCE,156.7,5.108940350880299,16
fibroblast,Mesenchymal cells,C1R,154.8,5.0715009460593174,17
fibroblast,Mesenchymal cells,EDN3,146.8,4.990741906001671,18
fibroblast,Mesenchymal cells,MLPH,54.2,4.98299357469431,19
fibroblast,Mesenchymal cells,ABCA9,1809.6,4.960732823533996,20
fibroblast,Mesenchymal cells,COL13A1,146.6,4.959002628127809,21
fibroblast,Mesenchymal cells,CYTL1,139.8,4.9550038295370005,22
fibroblast,Mesenchymal cells,ABCA8,1081.1,4.847073632877163,23
fibroblast,Mesenchymal cells,LAMC3,382.9,4.825818424902147,24
fibroblast,Mesenchymal cells,OLFML3,125.7,4.7998866668785745,25
fibroblast,Mesenchymal cells,SCN4A,36.6,4.778804008620903,26
fibroblast,Mesenchymal cells,DCN,1649.3,4.767988304989049,27
fibroblast,Mesenchymal cells,SFRP2,67.1,4.741659589704402,28
fibroblast,Mesenchymal cells,ITGA11,154.7,4.73157526896065,29
fibroblast,Mesenchymal cells,F3,443.7,4.703579190072665,30
fibroblast,Mesenchymal cells,FBLN1,764.6,4.663970375160948,31
fibroblast,Mesenchymal cells,SLPI,38.4,4.660821389620952,32
fibroblast,Mesenchymal cells,SCARA5,57.4,4.645504042656207,33
fibroblast,Mesenchymal cells,CXCL12,282.1,4.583341937095163,34
fibroblast,Mesenchymal cells,WNT4,77.1,4.547664348929275,35
fibroblast,Mesenchymal cells,FAM180A,28.1,4.542768935083518,36
fibroblast,Mesenchymal cells,BICC1,1315.7,4.498487290319866,37
fibroblast,Mesenchymal cells,F13A1,174.2,4.446860224092367,38
fibroblast,Mesenchymal cells,EMILIN3,41.5,4.364202162371447,39
fibroblast,Mesenchymal cells,LAMA2,6196.9,4.337164521015889,40
fibroblast,Mesenchymal cells,KCNK2,583.5,4.325410289614669,41
fibroblast,Mesenchymal cells,KCNE4,270.6,4.307641014336292,42
fibroblast,Mesenchymal cells,CCL2,54.4,4.303267902147406,43
fibroblast,Mesenchymal cells,NID2,182.5,4.289302799414365,44
fibroblast,Mesenchymal cells,FAM20A,205.2,4.283971809331697,45
fibroblast,Mesenchymal cells,ACADL,149.5,4.275198780511102,46
fibroblast,Mesenchymal cells,WDR86,181.8,4.243819853872874,47
fibroblast,Mesenchymal cells,SLC7A11,1249.8,4.211107545845058,48
fibroblast,Mesenchymal cells,KIAA1755,470.3,4.2055071695443615,49
fibroblast,Mesenchymal cells,TGFBR3,801.1,4.191489267755151,50
fibroblast,Mesenchymal cells,CSF1,159.8,4.172864279282551,51
fibroblast,Mesenchymal cells,COLEC12,2125.1,4.135166633315035,52
fibroblast,Mesenchymal cells,PRELP,376.0,4.1317493365117635,53
fibroblast,Mesenchymal cells,HSD11B1,151.2,4.112817906235337,54
fibroblast,Mesenchymal cells,TNXB,87.4,4.110343065948499,55
fibroblast,Mesenchymal cells,ITIH5,1370.1,4.100775636160972,56
fibroblast,Mesenchymal cells,FHL2,320.3,4.083305215776684,57
fibroblast,Mesenchymal cells,UACA,1031.7,4.022350879640258,58
fibroblast,Mesenchymal cells,SLC6A13,408.5,4.015790427724032,59
fibroblast,Mesenchymal cells,PTGDS,3342.5,4.011988942584443,60
fibroblast,Mesenchymal cells,ABCA10,1346.6,3.962458416936227,61
fibroblast,Mesenchymal cells,CMKLR1,117.4,3.952922994011103,62
fibroblast,Mesenchymal cells,C1S,348.0,3.951736919841881,63
fibroblast,Mesenchymal cells,MXRA8,128.9,3.9363687229740054,64
fibroblast,Mesenchymal cells,FOXD1,105.5,3.9062749800494063,65
fibroblast,Mesenchymal cells,CPZ,28.3,3.9059956234700848,66
fibroblast,Mesenchymal cells,THBS1,84.0,3.899196203818518,67
fibroblast,Mesenchymal cells,CD248,42.7,3.880718539255357,68
fibroblast,Mesenchymal cells,NKD2,42.9,3.8494914628275203,69
fibroblast,Mesenchymal cells,COL6A2,301.2,3.8292490320785495,70
fibroblast,Mesenchymal cells,FOXC2,76.7,3.8275827302853056,71
fibroblast,Mesenchymal cells,PTGIS,95.5,3.8008008015684642,72
fibroblast,Mesenchymal cells,OAF,152.3,3.7912751823897426,73
fibroblast,Mesenchymal cells,BMP6,404.5,3.7524476098730344,74
fibroblast,Mesenchymal cells,FGFR4,21.8,3.750579660680005,75
fibroblast,Mesenchymal cells,PRRX1,764.3,3.745535043052008,76
fibroblast,Mesenchymal cells,LAMA4,897.8,3.739191800563119,77
fibroblast,Mesenchymal cells,IGFBP2,151.1,3.7302649091331888,78
fibroblast,Mesenchymal cells,FGL2,105.0,3.7116186422340984,79
fibroblast,Mesenchymal cells,FBLN5,161.6,3.706934046265825,80
fibroblast,Mesenchymal cells,HTRA3,15.3,3.7066217464063125,81
fibroblast,Mesenchymal cells,ANTXR2,431.8,3.693295678539177,82
fibroblast,Mesenchymal cells,DSP,58.6,3.6851899484598105,83
fibroblast,Mesenchymal cells,MGP,249.1,3.6558448550652702,84
fibroblast,Mesenchymal cells,RNF220,3004.9,3.6371227501585404,85
fibroblast,Mesenchymal cells,SLC26A2,186.8,3.633684275682136,86
fibroblast,Mesenchymal cells,FGD6,439.2,3.6108764546169927,87
fibroblast,Mesenchymal cells,C16orf89,69.4,3.5864536585189093,88
fibroblast,Mesenchymal cells,RAB3IL1,32.7,3.58301790541274,89
fibroblast,Mesenchymal cells,NKD1,337.9,3.546584087511879,90
fibroblast,Mesenchymal cells,ABCA6,623.5,3.54313092428101,91
fibroblast,Mesenchymal cells,THBS2,132.4,3.524693038075662,92
fibroblast,Mesenchymal cells,EFCC1,51.5,3.502195040551134,93
fibroblast,Mesenchymal cells,IGFBP5,373.6,3.4920194118286587,94
fibroblast,Mesenchymal cells,TWIST1,65.2,3.487303564083329,95
fibroblast,Mesenchymal cells,F10,49.8,3.484256897671868,96
fibroblast,Mesenchymal cells,BHMT2,105.8,3.4821231062554974,97
fibroblast,Mesenchymal cells,AEBP1,153.2,3.4650561678311758,98
fibroblast,Mesenchymal cells,CDC42EP5,32.6,3.460863574130429,99
fibroblast,Mesenchymal cells,KANK2,189.1,3.456651615070634,100
fibroblast,Mesenchymal cells,FLRT2,3299.2,3.4323077978453975,101
fibroblast,Mesenchymal cells,PDGFRA,133.8,3.4144754580205463,102
fibroblast,Mesenchymal cells,NR2F1,801.9,3.4065663785170406,103
fibroblast,Mesenchymal cells,GPNMB,76.6,3.3987542552898993,104
fibroblast,Mesenchymal cells,RND3,180.1,3.398595463199096,105
fibroblast,Mesenchymal cells,PRDM6,85.8,3.3976156110355413,106
fibroblast,Mesenchymal cells,FOXC1,109.9,3.376030227346645,107
fibroblast,Mesenchymal cells,TSKU,26.7,3.373501439850121,108
fibroblast,Mesenchymal cells,STRA6,15.2,3.373016866819824,109
fibroblast,Mesenchymal cells,AKR1C1,81.0,3.3712789877295957,110
fibroblast,Mesenchymal cells,EMP1,80.4,3.3366110417670325,111
fibroblast,Mesenchymal cells,ECM2,242.1,3.3187485113208917,112
fibroblast,Mesenchymal cells,RANBP3L,355.3,3.3083601193664385,113
fibroblast,Mesenchymal cells,TFAP2C,12.7,3.303222414222036,114
fibroblast,Mesenchymal cells,COL18A1,463.1,3.299245109954194,115
fibroblast,Mesenchymal cells,SERPING1,154.2,3.2911601360474987,116
fibroblast,Mesenchymal cells,NT5E,112.0,3.2845029909925083,117
fibroblast,Mesenchymal cells,ZIC1,888.0,3.2754268803663047,118
fibroblast,Mesenchymal cells,OLFML2A,69.4,3.2547122852820225,119
fibroblast,Mesenchymal cells,THSD4,1030.1,3.2500299353769293,120
fibroblast,Mesenchymal cells,PTN,1570.4,3.2216711085686227,121
fibroblast,Mesenchymal cells,A4GALT,52.5,3.2167650104974657,122
fibroblast,Mesenchymal cells,ENPP6,140.7,3.211236200225367,123
fibroblast,Mesenchymal cells,BMP2,41.7,3.2097861524916516,124
fibroblast,Mesenchymal cells,FRMD6,617.3,3.207706197691351,125
fibroblast,Mesenchymal cells,COL12A1,393.2,3.1998782235439402,126
fibroblast,Mesenchymal cells,CFH,269.5,3.196989938794129,127
fibroblast,Mesenchymal cells,FZD2,24.3,3.192916644068542,128
fibroblast,Mesenchymal cells,CYBRD1,169.3,3.1921207475565088,129
fibroblast,Mesenchymal cells,MDFI,34.3,3.1882463716826397,130
fibroblast,Mesenchymal cells,ADAM33,143.9,3.178094304363018,131
fibroblast,Mesenchymal cells,PLD1,598.4,3.1695311990539277,132
fibroblast,Mesenchymal cells,COL5A1,90.3,3.156484534178874,133
fibroblast,Mesenchymal cells,ARHGAP29,1091.2,3.1499382634617357,134
fibroblast,Mesenchymal cells,USP53,1030.6,3.1417238443908078,135
fibroblast,Mesenchymal cells,LEPR,492.0,3.1410585492756504,136
fibroblast,Mesenchymal cells,PON3,51.7,3.1152283696330514,137
fibroblast,Mesenchymal cells,SLC2A10,45.6,3.112540655182964,138
fibroblast,Mesenchymal cells,FOXF2,52.6,3.111187922792815,139
fibroblast,Mesenchymal cells,PLAU,17.4,3.10647662812931,140
fibroblast,Mesenchymal cells,PAPLN,84.5,3.0837350109906216,141
fibroblast,Mesenchymal cells,KDR,55.5,3.0753655064262966,142
fibroblast,Mesenchymal cells,EMILIN1,33.1,3.0732382982892728,143
fibroblast,Mesenchymal cells,TMEM132C,1153.2,3.067419772134142,144
fibroblast,Mesenchymal cells,ANXA2,169.0,3.0426978286975546,145
fibroblast,Mesenchymal cells,LAMC1,657.7,3.0285476484216747,146
fibroblast,Mesenchymal cells,KREMEN1,168.8,3.0193360990889633,147
fibroblast,Mesenchymal cells,SSC5D,40.1,3.0097122799737397,148
fibroblast,Mesenchymal cells,CTHRC1,37.5,3.0092272649272584,149
fibroblast,Mesenchymal cells,FAM43A,67.5,2.9936954231457915,150
fibroblast,Mesenchymal cells,ENG,178.6,2.9878801074827632,151
fibroblast,Mesenchymal cells,CCR9,8.0,2.981658364010491,152
fibroblast,Mesenchymal cells,FAM114A1,134.9,2.9772437335303703,153
fibroblast,Mesenchymal cells,PKP2,159.9,2.9720420568723327,154
fibroblast,Mesenchymal cells,FAP,61.2,2.9621252592325416,155
fibroblast,Mesenchymal cells,TCEA3,59.9,2.95595615469087,156
fibroblast,Mesenchymal cells,IGDCC4,64.8,2.95564212152078,157
fibroblast,Mesenchymal cells,PDZRN3,2333.9,2.9522466159990493,158
fibroblast,Mesenchymal cells,PMP22,260.3,2.9446744168461456,159
fibroblast,Mesenchymal cells,GSN,740.1,2.9324402247907293,160
fibroblast,Mesenchymal cells,APOL1,19.2,2.927818542509075,161
fibroblast,Mesenchymal cells,GYPC,71.2,2.9273806489545837,162
fibroblast,Mesenchymal cells,SLC7A2,129.3,2.9233914450085696,163
fibroblast,Mesenchymal cells,NFATC4,64.9,2.9081848050961017,164
fibroblast,Mesenchymal cells,ZCCHC24,280.3,2.902723745936646,165
fibroblast,Mesenchymal cells,KCTD9,210.2,2.90251921187391,166
fibroblast,Mesenchymal cells,TIMP3,1119.7,2.8999091969711013,167
fibroblast,Mesenchymal cells,TIMP1,110.8,2.8946833503089655,168
fibroblast,Mesenchymal cells,F2R,35.2,2.893188315262731,169
fibroblast,Mesenchymal cells,BGN,196.0,2.891658879213656,170
fibroblast,Mesenchymal cells,APCDD1,340.2,2.880023564231179,171
fibroblast,Mesenchymal cells,C1RL,82.2,2.846988381494034,172
fibroblast,Mesenchymal cells,GJB6,27.3,2.8469776941911977,173
fibroblast,Mesenchymal cells,SLC41A1,124.1,2.8456713471382438,174
fibroblast,Mesenchymal cells,AHNAK,243.7,2.8377958551573967,175
fibroblast,Mesenchymal cells,TRABD2B,54.4,2.8362081905202796,176
fibroblast,Mesenchymal cells,AFAP1L1,45.2,2.8314003960242555,177
fibroblast,Mesenchymal cells,PHLDB2,328.1,2.828214945648154,178
fibroblast,Mesenchymal cells,COPZ2,26.4,2.820498107431618,179
fibroblast,Mesenchymal cells,RAB7B,20.1,2.80115244027322,180
fibroblast,Mesenchymal cells,PSORS1C1,11.2,2.800205774420661,181
fibroblast,Mesenchymal cells,SYTL4,100.8,2.796317436185025,182
fibroblast,Mesenchymal cells,WNT5B,107.2,2.7837506294846803,183
fibroblast,Mesenchymal cells,CD4,71.2,2.7687596767450264,184
fibroblast,Mesenchymal cells,WNT5A,72.1,2.7580307276858957,185
fibroblast,Mesenchymal cells,PLAC9,94.7,2.738839788332813,186
fibroblast,Mesenchymal cells,SLC47A1,110.9,2.7388029991843528,187
fibroblast,Mesenchymal cells,SLC40A1,99.8,2.7342502311748476,188
fibroblast,Mesenchymal cells,LONRF3,76.1,2.731099323537307,189
fibroblast,Mesenchymal cells,CYP11A1,18.9,2.722466024471091,190
fibroblast,Mesenchymal cells,PROSER2,29.8,2.7159231786043194,191
fibroblast,Mesenchymal cells,ATP1A2,1690.7,2.709409103350488,192
fibroblast,Mesenchymal cells,LRP1,578.6,2.7091363184204176,193
fibroblast,Mesenchymal cells,LRRC17,81.2,2.696376795602431,194
fibroblast,Mesenchymal cells,FOXL1,13.9,2.6861338117848663,195
fibroblast,Mesenchymal cells,CAVIN2,64.5,2.6807843037990553,196
fibroblast,Mesenchymal cells,GNRH1,30.2,2.6796421245456084,197
fibroblast,Mesenchymal cells,RCN3,22.3,2.6749605872530315,198
fibroblast,Mesenchymal cells,SPRY4,101.7,2.674390159552917,199
fibroblast,Mesenchymal cells,EYA2,212.9,2.6633942858669206,200
hippocampal CA1-3,Neuronal cells,COL5A2,684.1,3.782975077028158,1
hippocampal CA1-3,Neuronal cells,FIBCD1,18.3,3.400836964726449,2
hippocampal CA1-3,Neuronal cells,COL24A1,818.7,3.3920374454756077,3
hippocampal CA1-3,Neuronal cells,CBLN2,530.6,3.2806484454221403,4
hippocampal CA1-3,Neuronal cells,POU3F1,47.1,3.1253573754770088,5
hippocampal CA1-3,Neuronal cells,CTXND1,295.0,3.118907841494423,6
hippocampal CA1-3,Neuronal cells,FEZF2,51.6,3.073484491282648,7
hippocampal CA1-3,Neuronal cells,ASGR2,10.3,3.073410193218623,8
hippocampal CA1-3,Neuronal cells,CCBE1,458.6,2.8439617759331286,9
hippocampal CA1-3,Neuronal cells,SLC26A4,144.5,2.7702477584044347,10
hippocampal CA1-3,Neuronal cells,ABCC12,13.9,2.5911372978491194,11
hippocampal CA1-3,Neuronal cells,TESPA1,116.6,2.48709323802937,12
hippocampal CA1-3,Neuronal cells,CLPSL1,9.4,2.404983834614921,13
hippocampal CA1-3,Neuronal cells,PEX5L,2571.4,2.3406707779165954,14
hippocampal CA1-3,Neuronal cells,TRPC4,411.7,2.3114367189778164,15
hippocampal CA1-3,Neuronal cells,ST6GALNAC5,1854.7,2.261976062464721,16
hippocampal CA1-3,Neuronal cells,TMEM200A,66.6,2.208661355424886,17
hippocampal CA1-3,Neuronal cells,CABP7,15.4,2.2059588259480285,18
hippocampal CA1-3,Neuronal cells,MET,48.0,2.1963972128035034,19
hippocampal CA1-3,Neuronal cells,IL12RB2,110.5,2.1842285394718104,20
hippocampal CA1-3,Neuronal cells,GDA,266.9,2.1815005392758633,21
hippocampal CA1-3,Neuronal cells,KCNN2,649.6,2.168585054066944,22
hippocampal CA1-3,Neuronal cells,CABP1,399.7,2.1558377406765517,23
hippocampal CA1-3,Neuronal cells,TCERG1L,178.8,2.142647973296047,24
hippocampal CA1-3,Neuronal cells,RASL10A,78.3,2.1424848328948203,25
hippocampal CA1-3,Neuronal cells,SEMA3D,127.1,2.141036686911314,26
hippocampal CA1-3,Neuronal cells,ZDHHC23,81.2,2.1302672742505675,27
hippocampal CA1-3,Neuronal cells,CLMP,164.9,2.0541011949998422,28
hippocampal CA1-3,Neuronal cells,HS3ST2,186.2,2.049702231661499,29
hippocampal CA1-3,Neuronal cells,MOXD1,69.1,2.0456809761388866,30
hippocampal CA1-3,Neuronal cells,NEUROD6,55.4,2.0218689013829345,31
hippocampal CA1-3,Neuronal cells,SOHLH1,22.2,2.0159164187823206,32
hippocampal CA1-3,Neuronal cells,HOMER1,743.5,1.982542500236209,33
hippocampal CA1-3,Neuronal cells,GRB14,72.7,1.9788601544167435,34
hippocampal CA1-3,Neuronal cells,CAMK1G,45.4,1.9591277185844715,35
hippocampal CA1-3,Neuronal cells,ARC,21.2,1.9394530627854478,36
hippocampal CA1-3,Neuronal cells,C16orf74,17.5,1.922930606872786,37
hippocampal CA1-3,Neuronal cells,RTN4RL2,39.4,1.922065834638287,38
hippocampal CA1-3,Neuronal cells,KCNH3,121.1,1.9196757943452933,39
hippocampal CA1-3,Neuronal cells,MPPED1,148.1,1.8946061158285217,40
hippocampal CA1-3,Neuronal cells,ST8SIA2,35.6,1.8872266812087033,41
hippocampal CA1-3,Neuronal cells,CRYBB2,11.7,1.883331686625937,42
hippocampal CA1-3,Neuronal cells,ANKRD33B,208.6,1.8785281962230862,43
hippocampal CA1-3,Neuronal cells,SLIT2,1135.5,1.8751039672293075,44
hippocampal CA1-3,Neuronal cells,KCNG1,34.0,1.854908393620689,45
hippocampal CA1-3,Neuronal cells,UNC5A,101.4,1.836769651131696,46
hippocampal CA1-3,Neuronal cells,PRSS55,12.0,1.8343410052108315,47
hippocampal CA1-3,Neuronal cells,TRIM36,150.9,1.8304044164027529,48
hippocampal CA1-3,Neuronal cells,DAB1,2857.4,1.8264320141959962,49
hippocampal CA1-3,Neuronal cells,TBC1D26,14.6,1.8200213338937647,50
hippocampal CA1-3,Neuronal cells,WIPF3,184.8,1.816300323202643,51
hippocampal CA1-3,Neuronal cells,DCBLD1,73.5,1.814001265207379,52
hippocampal CA1-3,Neuronal cells,HTR4,230.7,1.790416601410783,53
hippocampal CA1-3,Neuronal cells,FOXG1,86.5,1.7808445572824823,54
hippocampal CA1-3,Neuronal cells,MYBPHL,9.7,1.7690528180730463,55
hippocampal CA1-3,Neuronal cells,GPR22,83.0,1.7662323216760774,56
hippocampal CA1-3,Neuronal cells,BCL11B,393.7,1.7643345782081268,57
hippocampal CA1-3,Neuronal cells,CRYM,157.8,1.7610433027872645,58
hippocampal CA1-3,Neuronal cells,RSPO3,66.0,1.7595441282697948,59
hippocampal CA1-3,Neuronal cells,PKDCC,47.3,1.7456508118918908,60
hippocampal CA1-3,Neuronal cells,ADRA1D,12.2,1.7444923308010898,61
hippocampal CA1-3,Neuronal cells,STXBP5L,3297.7,1.7335516597712288,62
hippocampal CA1-3,Neuronal cells,CHST8,71.8,1.7290205805724088,63
hippocampal CA1-3,Neuronal cells,SLIT3,1082.7,1.7144077750674827,64
hippocampal CA1-3,Neuronal cells,OPN4,12.7,1.7077979746822554,65
hippocampal CA1-3,Neuronal cells,SLC17A7,150.8,1.7056474623131221,66
hippocampal CA1-3,Neuronal cells,C1QL3,24.3,1.7032071474340227,67
hippocampal CA1-3,Neuronal cells,PTGER3,45.4,1.7017829767967718,68
hippocampal CA1-3,Neuronal cells,AMN,4.9,1.6934174919605927,69
hippocampal CA1-3,Neuronal cells,SPHKAP,680.6,1.692304053960839,70
hippocampal CA1-3,Neuronal cells,NDST3,579.2,1.6861751463524173,71
hippocampal CA1-3,Neuronal cells,NELL1,818.7,1.6808661205374404,72
hippocampal CA1-3,Neuronal cells,CACNA1H,28.6,1.6787810204087474,73
hippocampal CA1-3,Neuronal cells,CHRM5,87.9,1.6753697221895119,74
hippocampal CA1-3,Neuronal cells,CLEC2L,162.5,1.6620695389714124,75
hippocampal CA1-3,Neuronal cells,HRK,40.8,1.6616408317750473,76
hippocampal CA1-3,Neuronal cells,GRIA3,1279.6,1.6599627942638346,77
hippocampal CA1-3,Neuronal cells,LDB2,1365.1,1.657987685614804,78
hippocampal CA1-3,Neuronal cells,PRKCG,117.0,1.6526590154739318,79
hippocampal CA1-3,Neuronal cells,AK5,1036.6,1.6519840051960069,80
hippocampal CA1-3,Neuronal cells,EXTL1,40.7,1.64238918423196,81
hippocampal CA1-3,Neuronal cells,HCN1,1261.6,1.6365014892153316,82
hippocampal CA1-3,Neuronal cells,GPR63,109.7,1.634006926214199,83
hippocampal CA1-3,Neuronal cells,DUSP4,20.7,1.6204504275920664,84
hippocampal CA1-3,Neuronal cells,MYO16,641.7,1.612923660304876,85
hippocampal CA1-3,Neuronal cells,ICAM5,53.9,1.6017829199138487,86
hippocampal CA1-3,Neuronal cells,NWD2,184.9,1.6004964748322894,87
hippocampal CA1-3,Neuronal cells,NRGN,362.6,1.5973518224093648,88
hippocampal CA1-3,Neuronal cells,CAMK2A,394.6,1.5963791044737643,89
hippocampal CA1-3,Neuronal cells,NELL2,1301.0,1.5920310843907894,90
hippocampal CA1-3,Neuronal cells,CCSER1,3629.5,1.5885868374239165,91
hippocampal CA1-3,Neuronal cells,PCSK1,35.7,1.5878242820530675,92
hippocampal CA1-3,Neuronal cells,IGFBP3,24.6,1.5834263567880322,93
hippocampal CA1-3,Neuronal cells,CADPS2,919.5,1.5771188901569757,94
hippocampal CA1-3,Neuronal cells,ENC1,333.3,1.5719180116454794,95
hippocampal CA1-3,Neuronal cells,PPEF1,26.4,1.5687790148256586,96
hippocampal CA1-3,Neuronal cells,POPDC3,22.4,1.5610606298938234,97
hippocampal CA1-3,Neuronal cells,SEZ6L,693.3,1.5599434994202694,98
hippocampal CA1-3,Neuronal cells,NRP1,416.0,1.5584422546508123,99
hippocampal CA1-3,Neuronal cells,B3GAT1,142.7,1.5560479979067179,100
