cell_type,cell_type_class,gene,nCPM,specificity_log2_ratio,marker_rank
hippocampal CA1-3,Neuronal cells,ADRA1A,285.6,1.5497025011529957,101
hippocampal CA1-3,Neuronal cells,TENM2,4148.7,1.544996421549964,102
hippocampal CA1-3,Neuronal cells,GABRA5,118.2,1.5435321933216422,103
hippocampal CA1-3,Neuronal cells,RASAL1,52.4,1.5416554153358089,104
hippocampal CA1-3,Neuronal cells,THEMIS2,18.1,1.5396739060403304,105
hippocampal CA1-3,Neuronal cells,FAM135B,625.6,1.531159848014409,106
hippocampal CA1-3,Neuronal cells,EMX1,12.4,1.5302247423164383,107
hippocampal CA1-3,Neuronal cells,GALNT9,72.2,1.5292544255011167,108
hippocampal CA1-3,Neuronal cells,CNTN3,562.3,1.5270256014762575,109
hippocampal CA1-3,Neuronal cells,SLITRK4,87.6,1.5181443941486026,110
hippocampal CA1-3,Neuronal cells,LMO4,249.9,1.516264338651385,111
hippocampal CA1-3,Neuronal cells,PTTG1,7.2,1.5116818469554274,112
hippocampal CA1-3,Neuronal cells,PCSK2,607.3,1.5051919555484643,113
hippocampal CA1-3,Neuronal cells,CCKBR,21.2,1.500073603134643,114
hippocampal CA1-3,Neuronal cells,BTC,20.9,1.49838063007799,115
hippocampal CA1-3,Neuronal cells,EML6,745.5,1.4944303832440042,116
hippocampal CA1-3,Neuronal cells,PPM1E,1078.0,1.4916897707143013,117
hippocampal CA1-3,Neuronal cells,PLK2,96.5,1.4908445712687588,118
hippocampal CA1-3,Neuronal cells,ITGA8,241.8,1.4902604642828852,119
hippocampal CA1-3,Neuronal cells,SSUH2,10.2,1.4887094111595431,120
hippocampal CA1-3,Neuronal cells,IQCJ,309.7,1.4831126276010937,121
hippocampal CA1-3,Neuronal cells,TCIM,16.8,1.4777841705311598,122
hippocampal CA1-3,Neuronal cells,KCNN1,30.7,1.4777518018440858,123
hippocampal CA1-3,Neuronal cells,SMPD3,121.0,1.475584501712165,124
hippocampal CA1-3,Neuronal cells,GLRA3,96.4,1.4744449641820738,125
hippocampal CA1-3,Neuronal cells,PTPRN2,1427.5,1.4712456247508818,126
hippocampal CA1-3,Neuronal cells,CHSY3,1138.4,1.470500361918916,127
hippocampal CA1-3,Neuronal cells,NEUROD2,40.4,1.4681699557149963,128
hippocampal CA1-3,Neuronal cells,RYR3,1050.3,1.4671485152827561,129
hippocampal CA1-3,Neuronal cells,LYPD1,49.9,1.4651115277096518,130
hippocampal CA1-3,Neuronal cells,ULBP2,6.3,1.462729208737872,131
hippocampal CA1-3,Neuronal cells,C3orf80,14.6,1.4617454844755435,132
hippocampal CA1-3,Neuronal cells,PTK2B,255.4,1.459290957101488,133
hippocampal CA1-3,Neuronal cells,RTN4RL1,96.3,1.457826222748842,134
hippocampal CA1-3,Neuronal cells,SLC6A7,56.4,1.4552486785052172,135
hippocampal CA1-3,Neuronal cells,PARM1,93.1,1.452167470316458,136
hippocampal CA1-3,Neuronal cells,SATB2,296.1,1.4421353212586434,137
hippocampal CA1-3,Neuronal cells,SLC8A1,2899.6,1.438969384165712,138
hippocampal CA1-3,Neuronal cells,ST8SIA5,212.5,1.4356956572282413,139
hippocampal CA1-3,Neuronal cells,CARMIL2,44.7,1.4343950676999735,140
hippocampal CA1-3,Neuronal cells,GFRA1,69.9,1.434051229563996,141
hippocampal CA1-3,Neuronal cells,ADAM29,12.4,1.4336447033420725,142
hippocampal CA1-3,Neuronal cells,SLC24A3,765.3,1.4331271463925013,143
hippocampal CA1-3,Neuronal cells,PRKCB,991.2,1.4325298695254067,144
hippocampal CA1-3,Neuronal cells,KSR2,747.7,1.431285698203601,145
hippocampal CA1-3,Neuronal cells,SERTM1,40.6,1.4311004872357258,146
hippocampal CA1-3,Neuronal cells,MAL2,85.0,1.4303691530348346,147
hippocampal CA1-3,Neuronal cells,GRIA2,2012.0,1.430248961189979,148
hippocampal CA1-3,Neuronal cells,ZNF184,25.9,1.4284807984776102,149
hippocampal CA1-3,Neuronal cells,EPHA5,571.5,1.427613198229402,150
hippocampal CA1-3,Neuronal cells,ROBO2,5625.1,1.4161296783625106,151
hippocampal CA1-3,Neuronal cells,RELL2,55.4,1.4103941253287424,152
hippocampal CA1-3,Neuronal cells,NAGPA,67.0,1.4007076683969006,153
hippocampal CA1-3,Neuronal cells,DOC2B,27.1,1.3999219635710034,154
hippocampal CA1-3,Neuronal cells,RFC5,23.8,1.398677587558201,155
hippocampal CA1-3,Neuronal cells,NCAPG2,42.7,1.3977674476515636,156
hippocampal CA1-3,Neuronal cells,LIN28B,63.3,1.3950736780734394,157
hippocampal CA1-3,Neuronal cells,DOK6,897.3,1.39095294434969,158
hippocampal CA1-3,Neuronal cells,LMO7,360.4,1.3881681258828076,159
hippocampal CA1-3,Neuronal cells,GRIA1,2106.7,1.3809500446887732,160
hippocampal CA1-3,Neuronal cells,MICAL2,316.9,1.377362402759585,161
hippocampal CA1-3,Neuronal cells,RBFOX1,11446.9,1.3762413361436463,162
hippocampal CA1-3,Neuronal cells,STX1A,69.8,1.3759698200558992,163
hippocampal CA1-3,Neuronal cells,DPP10,6277.8,1.3704323732659918,164
hippocampal CA1-3,Neuronal cells,GPR26,10.5,1.369265489746549,165
hippocampal CA1-3,Neuronal cells,RIN1,22.4,1.3659369304831068,166
hippocampal CA1-3,Neuronal cells,LHX2,33.3,1.365468101438504,167
hippocampal CA1-3,Neuronal cells,SV2B,485.0,1.3648387230704855,168
hippocampal CA1-3,Neuronal cells,RAPGEF5,928.2,1.355790796908676,169
hippocampal CA1-3,Neuronal cells,EFNB2,131.3,1.3537177326125323,170
hippocampal CA1-3,Neuronal cells,ITPKA,20.8,1.3526345957604493,171
hippocampal CA1-3,Neuronal cells,CNKSR2,900.2,1.3526126601102506,172
hippocampal CA1-3,Neuronal cells,PAK3,852.4,1.3490871155220505,173
hippocampal CA1-3,Neuronal cells,DCLK1,1657.3,1.3442355004663293,174
hippocampal CA1-3,Neuronal cells,PDE1A,1413.7,1.342966329086204,175
hippocampal CA1-3,Neuronal cells,SUSD4,375.7,1.3423644273389719,176
hippocampal CA1-3,Neuronal cells,TTC39C,301.6,1.3402916211426557,177
hippocampal CA1-3,Neuronal cells,SLC35F3,970.4,1.3400753276604627,178
hippocampal CA1-3,Neuronal cells,FAM163A,41.9,1.339563418381807,179
hippocampal CA1-3,Neuronal cells,BHLHE22,23.3,1.3389394979374647,180
hippocampal CA1-3,Neuronal cells,CACNA1E,812.4,1.33712155127145,181
hippocampal CA1-3,Neuronal cells,WSCD2,108.4,1.322008020376477,182
hippocampal CA1-3,Neuronal cells,P2RX2,4.9,1.3215576506586255,183
hippocampal CA1-3,Neuronal cells,FAM81A,149.9,1.3164917037822184,184
hippocampal CA1-3,Neuronal cells,DUSP6,37.2,1.3149068338716603,185
hippocampal CA1-3,Neuronal cells,ADAMTSL3,233.7,1.3124778706237334,186
hippocampal CA1-3,Neuronal cells,APBA2,351.5,1.3119478553028427,187
hippocampal CA1-3,Neuronal cells,ZNF831,69.8,1.3091106119215437,188
hippocampal CA1-3,Neuronal cells,GREB1L,296.8,1.3075254186434329,189
hippocampal CA1-3,Neuronal cells,PLCH2,46.7,1.2983833855892402,190
hippocampal CA1-3,Neuronal cells,RAVER2,216.2,1.298340730569656,191
hippocampal CA1-3,Neuronal cells,KIAA0319,309.2,1.2970711335727383,192
hippocampal CA1-3,Neuronal cells,RHBDL3,95.4,1.2942813675035452,193
hippocampal CA1-3,Neuronal cells,ADGRB2,80.5,1.2795103205501237,194
hippocampal CA1-3,Neuronal cells,VSTM2L,88.1,1.2735828666923203,195
hippocampal CA1-3,Neuronal cells,CACNG3,270.3,1.2692647271909727,196
hippocampal CA1-3,Neuronal cells,CES4A,106.6,1.2689949546283714,197
hippocampal CA1-3,Neuronal cells,POLN,16.5,1.2685910375416496,198
hippocampal CA1-3,Neuronal cells,CORO6,104.8,1.268150791426244,199
hippocampal CA1-3,Neuronal cells,C2orf72,90.7,1.2640359296788668,200
hippocampal CA4,Neuronal cells,NEUROD6,180.7,4.170430361633945,1
hippocampal CA4,Neuronal cells,CARTPT,269.3,3.896399628217001,2
hippocampal CA4,Neuronal cells,TRHDE,1752.3,3.7931746517534837,3
hippocampal CA4,Neuronal cells,NRP1,1340.3,3.5619821049238705,4
hippocampal CA4,Neuronal cells,KREMEN2,13.4,3.5418937788292704,5
hippocampal CA4,Neuronal cells,TSPAN18,214.2,3.443873209823213,6
hippocampal CA4,Neuronal cells,SHISA6,1756.1,3.4375392600975077,7
hippocampal CA4,Neuronal cells,PRDM8,174.0,3.2842035937723106,8
hippocampal CA4,Neuronal cells,GAL,23.5,3.180132158440719,9
hippocampal CA4,Neuronal cells,HPCA,294.8,3.096536424875801,10
hippocampal CA4,Neuronal cells,DUSP4,49.7,3.036589996345197,11
hippocampal CA4,Neuronal cells,KLK7,18.6,2.9621364372393746,12
hippocampal CA4,Neuronal cells,KCNG3,88.1,2.9311605960779787,13
hippocampal CA4,Neuronal cells,TG,73.9,2.8509065917332053,14
hippocampal CA4,Neuronal cells,HOPX,296.1,2.8503384782817456,15
hippocampal CA4,Neuronal cells,C16orf74,31.0,2.8398229751092496,16
hippocampal CA4,Neuronal cells,LHX2,82.9,2.8287729036292393,17
hippocampal CA4,Neuronal cells,NEUROG3,6.9,2.809016056427525,18
hippocampal CA4,Neuronal cells,B3GAT2,301.8,2.7915599860888043,19
hippocampal CA4,Neuronal cells,FAM241A,155.2,2.774755572886204,20
hippocampal CA4,Neuronal cells,CPNE4,1403.7,2.7639539580250867,21
hippocampal CA4,Neuronal cells,PCDH20,66.8,2.6722802673028747,22
hippocampal CA4,Neuronal cells,RSPO3,115.0,2.6639703751609463,23
hippocampal CA4,Neuronal cells,TNFAIP8L3,64.3,2.663590010197043,24
hippocampal CA4,Neuronal cells,GRIA1,4632.2,2.660607042670359,25
hippocampal CA4,Neuronal cells,GHSR,7.2,2.6205864104518772,26
hippocampal CA4,Neuronal cells,AFF2,499.4,2.5922146165144353,27
hippocampal CA4,Neuronal cells,F12,19.9,2.5843351056075985,28
hippocampal CA4,Neuronal cells,EPHA4,1112.5,2.5199592787829457,29
hippocampal CA4,Neuronal cells,SDK1,1871.2,2.4937028173852944,30
hippocampal CA4,Neuronal cells,RAP2B,82.9,2.4752808197322276,31
hippocampal CA4,Neuronal cells,DCC,3187.4,2.465106336516666,32
hippocampal CA4,Neuronal cells,ZNF208,98.2,2.4638012182650617,33
hippocampal CA4,Neuronal cells,CTXND1,199.8,2.441817238299478,34
hippocampal CA4,Neuronal cells,AHRR,63.5,2.435401549274221,35
hippocampal CA4,Neuronal cells,ZNF676,53.2,2.433927659017745,36
hippocampal CA4,Neuronal cells,ANKRD33B,292.6,2.430647302507722,37
hippocampal CA4,Neuronal cells,RASL11A,30.5,2.42250504963894,38
hippocampal CA4,Neuronal cells,EMX1,22.0,2.4030491487397785,39
hippocampal CA4,Neuronal cells,SLC24A3,1388.7,2.391303239136041,40
hippocampal CA4,Neuronal cells,SUSD4,722.3,2.3893240952603674,41
hippocampal CA4,Neuronal cells,CNIH2,130.2,2.3652573551808747,42
hippocampal CA4,Neuronal cells,SLC9A2,53.0,2.353852862283599,43
hippocampal CA4,Neuronal cells,NKAIN3,1732.6,2.3237398888937855,44
hippocampal CA4,Neuronal cells,SLC2A14,19.3,2.3195610803434463,45
hippocampal CA4,Neuronal cells,CLSTN2,2121.8,2.3015989942243076,46
hippocampal CA4,Neuronal cells,RTP1,5.6,2.3008856793254755,47
hippocampal CA4,Neuronal cells,SCGN,39.9,2.2629702732276664,48
hippocampal CA4,Neuronal cells,SNTG2,303.9,2.261306220406329,49
hippocampal CA4,Neuronal cells,DPF3,365.3,2.2596083481635354,50
hippocampal CA4,Neuronal cells,COPS9,179.6,2.2352144444366955,51
hippocampal CA4,Neuronal cells,TMEM215,13.8,2.2342567566295224,52
hippocampal CA4,Neuronal cells,CARMIL2,73.8,2.222509319204752,53
hippocampal CA4,Neuronal cells,ARC,25.4,2.2215094990072446,54
hippocampal CA4,Neuronal cells,YBX2,6.0,2.216575094741134,55
hippocampal CA4,Neuronal cells,FKBP1B,39.6,2.2143746443076484,56
hippocampal CA4,Neuronal cells,EPHA5,930.6,2.205766614393594,57
hippocampal CA4,Neuronal cells,RESP18,8.4,2.198103534753906,58
hippocampal CA4,Neuronal cells,NRIP3,204.8,2.189268365838839,59
hippocampal CA4,Neuronal cells,ACVR1C,120.1,2.178179546516954,60
hippocampal CA4,Neuronal cells,NECTIN3,355.0,2.1778306043742846,61
hippocampal CA4,Neuronal cells,STUM,151.8,2.174868908114646,62
hippocampal CA4,Neuronal cells,PPM1E,1649.8,2.1718290563524536,63
hippocampal CA4,Neuronal cells,SNCG,290.1,2.1673141953515906,64
hippocampal CA4,Neuronal cells,LMO4,374.6,2.1618812806559147,65
hippocampal CA4,Neuronal cells,MYBPHL,12.6,2.156008992602008,66
hippocampal CA4,Neuronal cells,ENC1,479.3,2.1526211663980184,67
hippocampal CA4,Neuronal cells,IQCJ,470.9,2.150915467934908,68
hippocampal CA4,Neuronal cells,DUSP19,49.6,2.1416913207133685,69
hippocampal CA4,Neuronal cells,KCNN2,629.9,2.118286386297814,70
hippocampal CA4,Neuronal cells,ZDHHC23,80.3,2.1122901664157614,71
hippocampal CA4,Neuronal cells,NETO1,886.6,2.110494738376033,72
hippocampal CA4,Neuronal cells,GALNT18,1018.1,2.1047609900279705,73
hippocampal CA4,Neuronal cells,CHRM3,1563.6,2.1024869689103625,74
hippocampal CA4,Neuronal cells,HTR7,129.8,2.0944737310136228,75
hippocampal CA4,Neuronal cells,USH1C,30.0,2.09169983413681,76
hippocampal CA4,Neuronal cells,KCNQ5,4345.2,2.0899172900207104,77
hippocampal CA4,Neuronal cells,KHDRBS3,1508.7,2.0835638399265193,78
hippocampal CA4,Neuronal cells,PRKCG,152.8,2.0772447044483533,79
hippocampal CA4,Neuronal cells,CAMK2A,531.6,2.0719119717226464,80
hippocampal CA4,Neuronal cells,KCNJ6,655.4,2.0523283009006703,81
hippocampal CA4,Neuronal cells,ST6GALNAC5,1621.1,2.041717288040808,82
hippocampal CA4,Neuronal cells,RTN4RL2,41.9,2.018977029463134,83
hippocampal CA4,Neuronal cells,PGBD5,466.1,2.0123227278938414,84
hippocampal CA4,Neuronal cells,NEUROD2,57.1,2.006712501778677,85
hippocampal CA4,Neuronal cells,ZNF728,10.3,2.0034861757782476,86
hippocampal CA4,Neuronal cells,IL12RB2,98.3,1.995472411719171,87
hippocampal CA4,Neuronal cells,NRN1,150.2,1.9802430394055301,88
hippocampal CA4,Neuronal cells,YJEFN3,99.6,1.9733903121331877,89
hippocampal CA4,Neuronal cells,PRKCE,1694.0,1.9609322073159383,90
hippocampal CA4,Neuronal cells,KLHL34,20.6,1.9569312781081143,91
hippocampal CA4,Neuronal cells,TESC,133.5,1.9552286852534708,92
hippocampal CA4,Neuronal cells,NELL2,1634.0,1.954701094615876,93
hippocampal CA4,Neuronal cells,FOXG1,96.2,1.9492684665394395,94
hippocampal CA4,Neuronal cells,NNAT,272.9,1.9351293864896435,95
hippocampal CA4,Neuronal cells,WIPF3,198.7,1.9319487391647332,96
hippocampal CA4,Neuronal cells,BTNL9,128.8,1.9316554388450677,97
hippocampal CA4,Neuronal cells,KLHL2,440.4,1.9314332896568103,98
hippocampal CA4,Neuronal cells,OPCML,7073.0,1.9302729777435796,99
hippocampal CA4,Neuronal cells,SLC6A7,76.4,1.928916901938518,100
hippocampal CA4,Neuronal cells,OLFML2B,23.4,1.9280075448073137,101
hippocampal CA4,Neuronal cells,ARHGAP28,92.5,1.9239995948190904,102
hippocampal CA4,Neuronal cells,TNNI3,4.7,1.917282201455114,103
hippocampal CA4,Neuronal cells,TSTD1,18.9,1.904585707457369,104
hippocampal CA4,Neuronal cells,SCN3B,268.6,1.898692477957722,105
hippocampal CA4,Neuronal cells,NR4A3,104.1,1.8976855779152833,106
hippocampal CA4,Neuronal cells,AMN,5.7,1.8961641890154601,107
hippocampal CA4,Neuronal cells,ADCYAP1,50.9,1.895312729584104,108
hippocampal CA4,Neuronal cells,TRPS1,1493.6,1.8876893762589058,109
hippocampal CA4,Neuronal cells,SMPD3,156.8,1.8829253187013464,110
hippocampal CA4,Neuronal cells,HOMER1,698.4,1.881960312030138,111
hippocampal CA4,Neuronal cells,CPNE6,64.1,1.8747153746447225,112
hippocampal CA4,Neuronal cells,FZD7,21.2,1.8701431925133511,113
hippocampal CA4,Neuronal cells,COL25A1,575.3,1.868972178307972,114
hippocampal CA4,Neuronal cells,STXBP5L,3514.7,1.835061647994754,115
hippocampal CA4,Neuronal cells,HS6ST3,3286.4,1.8281462088757128,116
hippocampal CA4,Neuronal cells,CACNG8,244.9,1.8236789580387303,117
hippocampal CA4,Neuronal cells,ZNF99,7.9,1.8231600240905639,118
hippocampal CA4,Neuronal cells,FLRT3,84.4,1.8215794252132276,119
hippocampal CA4,Neuronal cells,GLRX,75.4,1.819508541402712,120
hippocampal CA4,Neuronal cells,ZFPM2,2543.4,1.8191755033540529,121
hippocampal CA4,Neuronal cells,TEAD1,798.1,1.8172831438559196,122
hippocampal CA4,Neuronal cells,NNMT,21.5,1.8151480269809432,123
hippocampal CA4,Neuronal cells,RIIAD1,16.8,1.8119058202864986,124
hippocampal CA4,Neuronal cells,MMD,118.1,1.8099818624194561,125
hippocampal CA4,Neuronal cells,RIMS1,2203.3,1.8096196517498164,126
hippocampal CA4,Neuronal cells,YWHAH,406.0,1.8011756815209372,127
hippocampal CA4,Neuronal cells,GREM2,121.1,1.800888710868807,128
hippocampal CA4,Neuronal cells,SIPA1L3,494.8,1.8008226095602398,129
hippocampal CA4,Neuronal cells,PDE4D,6067.6,1.7975205149705957,130
hippocampal CA4,Neuronal cells,CCBE1,243.8,1.7954743809507994,131
hippocampal CA4,Neuronal cells,SV2B,635.3,1.7888375946238702,132
hippocampal CA4,Neuronal cells,KCNN1,37.6,1.788619455532716,133
hippocampal CA4,Neuronal cells,SMCO4,53.9,1.784209374183987,134
hippocampal CA4,Neuronal cells,GALNT17,1387.0,1.781034935818849,135
hippocampal CA4,Neuronal cells,CABP7,11.6,1.7796908931640407,136
hippocampal CA4,Neuronal cells,ADRA2A,12.9,1.7710177693032008,137
hippocampal CA4,Neuronal cells,PPFIBP1,677.9,1.7706064161435717,138
hippocampal CA4,Neuronal cells,AMPH,664.1,1.764436133812192,139
hippocampal CA4,Neuronal cells,SLIT1,319.4,1.7638955695003375,140
hippocampal CA4,Neuronal cells,KCNMB2,1235.8,1.763869417460022,141
hippocampal CA4,Neuronal cells,TMEM158,69.7,1.7594628820687719,142
hippocampal CA4,Neuronal cells,RNF182,88.6,1.7505940628155345,143
hippocampal CA4,Neuronal cells,NME1,61.9,1.7462860076241054,144
hippocampal CA4,Neuronal cells,RASAL1,59.6,1.7413971005640534,145
hippocampal CA4,Neuronal cells,BRINP1,687.6,1.7406611087306183,146
hippocampal CA4,Neuronal cells,IGF2BP2,71.4,1.7397056034464333,147
hippocampal CA4,Neuronal cells,TDRD9,38.3,1.7375961021828517,148
hippocampal CA4,Neuronal cells,UPP2,498.9,1.7365021647715653,149
hippocampal CA4,Neuronal cells,NT5DC3,142.9,1.7342440140245505,150
hippocampal CA4,Neuronal cells,PTK2B,303.3,1.7290235245010732,151
hippocampal CA4,Neuronal cells,FEZF2,22.6,1.7273648238839305,152
hippocampal CA4,Neuronal cells,FAM241B,47.0,1.7269815055935842,153
hippocampal CA4,Neuronal cells,RGS14,27.2,1.7240016233823159,154
hippocampal CA4,Neuronal cells,FCRLB,6.3,1.720491082286033,155
hippocampal CA4,Neuronal cells,AJAP1,190.3,1.7203559394133159,156
hippocampal CA4,Neuronal cells,EMB,161.6,1.719806678020601,157
hippocampal CA4,Neuronal cells,CACNA2D3,2100.0,1.7194067193577574,158
hippocampal CA4,Neuronal cells,FAM110C,14.1,1.7100986321962401,159
hippocampal CA4,Neuronal cells,CACNA1I,61.0,1.709724355579509,160
hippocampal CA4,Neuronal cells,SLC17A7,150.2,1.6993702950484604,161
hippocampal CA4,Neuronal cells,FAM153A,154.8,1.6978604725306354,162
hippocampal CA4,Neuronal cells,CCDC158,28.5,1.685292303780144,163
hippocampal CA4,Neuronal cells,CDH9,663.0,1.6796951256143793,164
hippocampal CA4,Neuronal cells,BDNF,92.4,1.678652432593618,165
hippocampal CA4,Neuronal cells,MUC6,11.6,1.6740526742902353,166
hippocampal CA4,Neuronal cells,CA7,19.6,1.6695234538818606,167
hippocampal CA4,Neuronal cells,WSCD2,135.5,1.6686290342939472,168
hippocampal CA4,Neuronal cells,LAGE3,41.6,1.6588658622423327,169
hippocampal CA4,Neuronal cells,DYNLL1,450.5,1.6568471499382345,170
hippocampal CA4,Neuronal cells,B3GAT1,152.0,1.6548632980421727,171
hippocampal CA4,Neuronal cells,ULBP1,2.7,1.6539346428002755,172
hippocampal CA4,Neuronal cells,GNG3,100.7,1.6524144930739875,173
hippocampal CA4,Neuronal cells,ZNF729,2.6,1.6520766965796931,174
hippocampal CA4,Neuronal cells,LATS2,76.7,1.650751055541013,175
hippocampal CA4,Neuronal cells,ARHGAP39,88.5,1.6503123071358166,176
hippocampal CA4,Neuronal cells,FABP3,39.4,1.644275575904596,177
hippocampal CA4,Neuronal cells,TMSB4X,539.3,1.6439998199224792,178
hippocampal CA4,Neuronal cells,KCTD16,1426.7,1.642346201818629,179
hippocampal CA4,Neuronal cells,LY6H,219.4,1.6287635285847657,180
hippocampal CA4,Neuronal cells,PHACTR1,4377.9,1.6284508752364764,181
hippocampal CA4,Neuronal cells,PLXNA4,733.2,1.6264060151011608,182
hippocampal CA4,Neuronal cells,PNO1,48.0,1.6254056647231079,183
hippocampal CA4,Neuronal cells,COL19A1,195.1,1.6209208553709378,184
hippocampal CA4,Neuronal cells,TMEM150C,137.3,1.6190272497580096,185
hippocampal CA4,Neuronal cells,MSRA,1533.8,1.6167135181446384,186
hippocampal CA4,Neuronal cells,PCDH8,47.5,1.6164009649756965,187
hippocampal CA4,Neuronal cells,PTX3,5.2,1.6084214735451452,188
hippocampal CA4,Neuronal cells,TRAIP,11.3,1.607530257626431,189
hippocampal CA4,Neuronal cells,PLK2,103.8,1.6042381960351204,190
hippocampal CA4,Neuronal cells,GPR22,74.8,1.6035961557807699,191
hippocampal CA4,Neuronal cells,IGDCC3,31.4,1.6032943234934134,192
hippocampal CA4,Neuronal cells,NWD2,185.2,1.6030367372378025,193
hippocampal CA4,Neuronal cells,DUSP23,16.6,1.6014506235097257,194
hippocampal CA4,Neuronal cells,CHGB,164.8,1.601190604577356,195
hippocampal CA4,Neuronal cells,EGR4,10.2,1.6002666307958455,196
hippocampal CA4,Neuronal cells,KLHDC8A,51.8,1.5929332118297352,197
hippocampal CA4,Neuronal cells,FAM9B,12.3,1.5879239010922637,198
hippocampal CA4,Neuronal cells,ULBP2,6.9,1.5866236350910767,199
hippocampal CA4,Neuronal cells,PALMD,170.7,1.5792449245797415,200
hippocampal dentate gyrus,Neuronal cells,TNNT2,62.9,4.995559778797756,1
hippocampal dentate gyrus,Neuronal cells,GRP,75.0,4.303636946029873,2
hippocampal dentate gyrus,Neuronal cells,SLC47A1,215.7,3.9953069946466995,3
hippocampal dentate gyrus,Neuronal cells,BDNF,336.0,3.950749689913226,4
hippocampal dentate gyrus,Neuronal cells,P2RX2,24.9,3.8837828690557705,5
hippocampal dentate gyrus,Neuronal cells,C1QL3,82.3,3.792370494337126,6
hippocampal dentate gyrus,Neuronal cells,CNGB1,228.9,3.5955552331085356,7
hippocampal dentate gyrus,Neuronal cells,ADRA1A,910.2,3.528396687611069,8
hippocampal dentate gyrus,Neuronal cells,SLC30A3,96.1,3.2851658636973355,9
hippocampal dentate gyrus,Neuronal cells,PPM1E,2643.5,2.9753953034345324,10
hippocampal dentate gyrus,Neuronal cells,PPP1R1A,58.5,2.9625045708195183,11
hippocampal dentate gyrus,Neuronal cells,PROX1,215.1,2.94898123034816,12
hippocampal dentate gyrus,Neuronal cells,TMEM200A,103.0,2.9432871341427673,13
hippocampal dentate gyrus,Neuronal cells,TLL1,961.0,2.8743024960945216,14
hippocampal dentate gyrus,Neuronal cells,PCDH20,75.1,2.8734162863428243,15
