gene_symbol,entrez_id,ahba_probe_ids,ahba_probe_names,n_reannotated_candidate_probes,mapping_source,probe_selection,probe_note
EIF5B,9669.0,1048294,A_23_P218608,1,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
EIF6,3692.0,1027998;1027999,A_23_P210939;CUST_10969_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
EIPR1,7260.0,1050575;1050576,A_23_P256773;CUST_8782_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ELAC1,55520.0,1041863;1041864,A_23_P15944;CUST_7961_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ELAC2,60528.0,1040183;1040184;1040185,A_23_P38254;A_23_P38262;A_24_P133822,3,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ELANE,1991.0,1057295;1057296,A_23_P130961;CUST_16507_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ELAVL1,1994.0,1057288;1057289;1057290,A_32_P200165;A_23_P208477;A_23_P388681,3,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ELAVL2,1993.0,1057291;1057292;1059632,A_23_P94571;CUST_7570_PI416261804;A_24_P933037,3,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ELAVL3,1995.0,1057286;1057287,A_23_P319626;A_23_P218492,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ELAVL4,1996.0,1013602;1018886;1019755;1019773;1059639;1066277,CUST_9761_PI416261804;A_24_P188447;CUST_9763_PI416261804;CUST_9762_PI416261804;A_24_P930317;A_24_P944336,6,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ELF1,1997.0,1057284;1057285,A_23_P2801;A_24_P78590,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ELF2,1998.0,1030934;1030935;1030936,A_23_P132948;CUST_10289_PI416261804;CUST_10285_PI416261804,3,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ELF4,2000.0,1010376;1019636,A_24_P340066;A_23_P9621,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ELFN1,392617.0,1021016;1021019,CUST_5891_PI416261804;A_24_P7873,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ELFN2,114794.0,1027027;1027028,A_32_P219279;CUST_10447_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ELK1,2002.0,1012769;1014556;1019016;1019834,A_23_P171054;CUST_15197_PI416261804;CUST_624_PI417507815;CUST_15194_PI416261804,4,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ELK3,2004.0,1057282;1057283;1060512,A_23_P338325;CUST_11463_PI416261804;A_24_P133171,3,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ELK4,2005.0,1025277;1025278;1061645,A_23_P161098;CUST_14695_PI416261804;A_24_P902091,3,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ELL,8178.0,1049937;1049938;1049939,A_23_P16537;A_23_P16538;A_23_P27936,3,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ELL2,22936.0,1046152;1046153;1046154,A_23_P41645;A_23_P58506;A_23_P251011,3,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ELL3,80237.0,1038564;1038565,A_23_P3237;A_24_P47988,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ELMO1,9844.0,1022286;1022287,A_23_P122937;A_24_P72420,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ELMO2,63916.0,1023093;1023094;1023095,A_24_P322635;A_23_P210538;A_24_P187993,3,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ELMO3,79767.0,1038977;1038978,A_23_P140830;CUST_8343_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ELMOD1,55531.0,1014056;1014182;1016256,CUST_6032_PI416261804;CUST_6033_PI416261804;A_23_P401774,3,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ELMOD2,255520.0,1032843;1063888,A_23_P305692;A_23_P7282,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ELMOD3,84173.0,1014034;1016287,CUST_16544_PI416261804;A_23_P154256,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ELMSAN1,91748.0,1036688;1036689,A_24_P417959;A_24_P85200,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ELN,2006.0,1010902;1013384;1013903;1018080,A_23_P215459;A_24_P186936;A_24_P186943;A_23_P215454,4,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ELOA,6924.0,1050926;1050927,A_23_P74097;A_24_P122403,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ELOB,6923.0,1024951;1024952,A_23_P100392;A_23_P312181,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ELOC,6921.0,1050928;1050929;1065322,A_23_P60028;A_32_P32923;A_24_P243881,3,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ELOF1,84337.0,1037628;1037629,A_23_P130689;CUST_914_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ELOVL1,64834.0,1039690;1039691,A_23_P23380;CUST_2401_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
ELOVL2,54898.0,1042551;1042552,A_23_P418556;CUST_11087_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
