gene_symbol,entrez_id,ahba_probe_ids,ahba_probe_names,n_reannotated_candidate_probes,mapping_source,probe_selection,probe_note
PEPD,5184.0,1053198;1053199,A_23_P83436;CUST_11105_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PER1,5187.0,1053196;1053197,A_23_P89589;CUST_12126_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PER2,8864.0,1025125;1025126,A_23_P209320;A_23_P411162,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PER3,8863.0,1049222;1049223;1049224,A_24_P291231;A_23_P201461;A_24_P230948,3,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PERM1,84808.0,1031242;1031243,A_24_P316904;A_23_P135742,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PERP,64065.0,1040048,A_23_P214950,1,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PES1,23481.0,1045649;1045650,A_23_P132260;A_23_P334555,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PET100,100131801.0,1017847,A_23_P391689,1,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PEX1,5189.0,1053193,A_23_P20045,1,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PEX10,5192.0,1025730;1025731,A_23_P501745;A_24_P173727,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PEX11A,8800.0,1049293;1049294,A_23_P37560;CUST_6621_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PEX11B,8799.0,1049295;1049296,A_24_P88554;A_23_P126899,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PEX11G,92960.0,1036526;1036527,A_23_P321466;CUST_1446_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PEX12,5193.0,1053187;1053188,A_24_P416411;CUST_6701_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PEX13,5194.0,1053185;1053186,A_23_P257131;A_24_P11587,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PEX14,5195.0,1053183;1053184,A_23_P160787;CUST_14493_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PEX16,9409.0,1025191;1025192,A_23_P86818;CUST_6490_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PEX19,5824.0,1011104;1019826,A_24_P19752;A_23_P160188,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PEX2,5828.0,1015129;1020454,CUST_11060_PI416261804;A_23_P31702,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PEX26,55670.0,1010862;1013682;1019885;1068759,CUST_1198_PI416379584;CUST_1160_PI416573500;CUST_1159_PI416573500;A_24_P142973,4,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PEX3,8504.0,1049637;1049638,A_23_P259328;CUST_13370_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PEX5,5830.0,1014534;1018549;1019436,CUST_14374_PI416261804;A_23_P48246;A_24_P372932,3,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PEX5L,51555.0,1043286;1043287,A_23_P259003;A_24_P328657,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PEX6,5190.0,1053191;1053192,A_23_P42144;CUST_6342_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PEX7,5191.0,1053189;1053190,A_23_P93543;CUST_12967_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PFAS,5198.0,1053178;1053179,A_23_P402604;A_23_P402610,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PFDN1,5201.0,1053174;1053175,A_23_P70020;A_32_P41127,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PFDN2,5202.0,1053172,A_23_P51906,1,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PFDN4,5203.0,1053170;1053171,A_23_P166023;CUST_2265_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PFDN5,5204.0,1029414;1029415;1053169,A_24_P181120;CUST_10228_PI416261804;A_23_P128192,3,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PFDN6,10471.0,1047370;1047371,A_23_P122563;CUST_2019_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PFKFB2,5208.0,1029019;1029020;1053166,A_24_P413669;CUST_7687_PI416261804;A_23_P201508,3,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PFKFB3,5209.0,1011447;1014675;1014779;1020129,A_24_P261259;A_24_P111096;A_24_P206604;A_23_P95755,4,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PFKFB4,5210.0,1053164;1053165,A_24_P362904;CUST_7783_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PFKL,5211.0,1030719;1030720,A_23_P29079;A_23_P29081,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PFKM,5213.0,1053160;1053161,A_24_P98914;CUST_13379_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PFKP,5214.0,1053158;1053159,A_23_P46928;CUST_13192_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PFN1,5216.0,1053156;1053157,A_32_P234604;A_23_P27096,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PFN1P2,767846.0,1017240;1019345;1068508,CUST_7231_PI416261804;A_23_P350059;A_24_P213321,3,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PFN2,5217.0,1029246;1029248,A_23_P253301;A_24_P396980,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PFN4,375189.0,1031598;1031599,A_23_P16798;CUST_1023_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PGAM1,5223.0,1019250;1053153,CUST_3603_PI416261804;A_32_P45738,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PGAM1P5,100132594.0,1017369,A_24_P706371,1,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PGAM2,5224.0,1053151;1053152,CUST_16600_PI416261804;A_23_P93940,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PGAM4,441531.0,1029590,CUST_4480_PI416261804,1,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PGAM5,192111.0,1033643;1033644,A_23_P319719;A_23_P426398,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PGAP1,80055.0,1038688;1038689;1038690,A_24_P933565;A_24_P942850;A_23_P79247,3,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PGAP2,27315.0,1013434;1013437;1013819;1016879;1019882,CUST_11744_PI416261804;CUST_11745_PI416261804;CUST_11746_PI416261804;A_23_P64560;CUST_11743_PI416261804,5,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PGAP3,93210.0,1036494;1036495;1036496,A_24_P275828;A_23_P207077;CUST_11067_PI416261804,3,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PGBD1,84547.0,1037524;1037525,A_23_P156632;CUST_10211_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PGBD2,267002.0,1029723;1029724,A_23_P334777;CUST_330_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PGBD4,161779.0,1033981;1033982,A_23_P420334;CUST_8305_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PGBD5,79605.0,1039181;1039182;1039183,A_23_P126649;CUST_2463_PI416261804;CUST_344_PI416261804,3,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PGD,5226.0,1053147;1053148,A_23_P126623;CUST_7864_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PGGHG,80162.0,1038627;1038628,A_23_P98686;CUST_13110_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PGGT1B,5229.0,1053139;1053140;1053141;1053142;1053144;1062531,A_23_P256632;CUST_3498_PI416261804;CUST_3568_PI416261804;CUST_3563_PI416261804;A_24_P605190;CUST_3542_PI416261804,6,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PGK1,5230.0,1053135;1053136;1053138,A_24_P254532;A_23_P125829;A_24_P604649,3,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PGLS,25796.0,1045346;1045347,A_23_P153889;CUST_7822_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PGM1,5236.0,1053131;1053132,A_23_P52031;CUST_12150_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PGM2,55276.0,1042054;1042055,A_23_P7172;CUST_16540_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PGM2L1,283209.0,1032627;1032629,A_32_P122703;A_23_P396765,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PGM3,5238.0,1053129;1053130;1060625;1061061,A_23_P19592;CUST_8824_PI416261804;A_24_P393658;A_24_P944723,4,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PGP,283871.0,1014887;1019787,A_24_P942805;A_23_P66100,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PGPEP1,54858.0,1042596;1042597;1042599,A_23_P218531;A_23_P22854;A_23_P327370,3,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PGRMC1,10857.0,1046906;1046907,A_23_P114275;CUST_10930_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PGRMC2,10424.0,1047429;1047431,A_24_P405850;A_23_P155868,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PGS1,9489.0,1048524;1048525,A_23_P77833;A_24_P290799,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PHACTR1,221692.0,1024011;1024012,A_32_P52018;CUST_12955_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PHACTR2,9749.0,1011482;1020774,A_24_P726336;A_23_P111240,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PHACTR3,116154.0,1023166;1023167,A_23_P28834;CUST_14626_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PHACTR4,65979.0,1039518;1039519,A_24_P119577;A_32_P88626,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PHAX,51808.0,1037833;1037834;1064683;1064684,A_23_P213908;CUST_7480_PI416261804;A_24_P191884;A_24_P573484,4,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PHB,5245.0,1053118;1053119;1053120;1068178;1069947,A_23_P130040;A_24_P854199;A_24_P262355;A_32_P218636;A_24_P135921,5,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PHB2,11331.0,1046338;1046339,A_23_P151106;CUST_13617_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PHC1,1911.0,1054456;1057390;1057391,A_23_P204246;A_23_P323094;CUST_3770_PI416261804,3,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PHC2,1912.0,1023304;1057388;1057389,A_24_P265254;A_23_P423864;A_23_P34510,3,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PHC3,80012.0,1038715,A_23_P409988,1,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PHF1,5252.0,1053114;1053115,A_23_P156732;CUST_12742_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PHF10,55274.0,1029857;1029858,A_23_P503200;CUST_6106_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PHF12,57649.0,1022149;1022150;1022151;1040484,CUST_359_PI416379584;CUST_350_PI416573500;CUST_905_PI416261804;A_23_P305761,4,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PHF13,148479.0,1018884;1034524,CUST_640_PI416261804;A_32_P58425,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PHF14,9678.0,1027520;1027521;1027522,A_23_P134384;A_24_P21056;CUST_674_PI416261804,3,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PHF19,26147.0,1026922;1026923;1028754;1028755,A_23_P21436;CUST_7945_PI416261804;A_23_P401904;CUST_7946_PI416261804,4,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PHF2,5253.0,1053111;1053112;1053113,A_23_P502371;A_23_P502376;A_24_P357551,3,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PHF20,51230.0,1043615;1043616;1043617;1043618,A_24_P297098;A_23_P210969;A_23_P428835;A_24_P181944,4,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PHF20L1,51105.0,1028112;1028113;1043763,A_24_P403303;A_24_P389348;A_23_P134786,3,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PHF21A,51317.0,1043512;1043513;1043514,A_23_P359015;A_23_P202715;A_24_P41524,3,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PHF21B,112885.0,1014460;1016556,CUST_7614_PI416261804;A_24_P113572,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PHF23,79142.0,1039338;1039339,A_23_P38482;A_24_P5550,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PHF24,23349.0,1015314;1017651,CUST_5132_PI416261804;A_23_P319232,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PHF3,23469.0,1045668;1045669,A_23_P70371;CUST_7309_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PHF5A,84844.0,1037324;1037325,A_23_P253571;CUST_10031_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PHF6,84295.0,1025309;1025310;1025311,A_32_P229299;A_23_P171385;CUST_10139_PI416261804,3,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PHF8,23133.0,1045997;1045998;1045999;1066420,A_24_P942253;A_24_P130865;CUST_509_PI416408490;A_23_P9744,4,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PHGDH,26227.0,1044945;1044946,A_23_P85783;CUST_13446_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PHGR1,644844.0,1010508;1017459,CUST_1115_PI416379584;CUST_1081_PI416573500,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PHIP,55023.0,1042368;1042369;1042370;1042371,A_23_P145437;A_24_P196400;A_24_P931503;A_24_P630039,4,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PHKA1,5255.0,1012286;1015359;1015366;1020329,A_24_P194503;A_24_P238543;A_32_P186121;A_23_P258531,4,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PHKA2,5256.0,1053109;1053110,A_23_P159671;CUST_14653_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PHKB,5257.0,1026182;1026183,A_23_P206532;CUST_4700_PI416261804,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PHKG2,5261.0,1053105;1053106,A_23_P77682;A_24_P296457,2,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
PHLDA1,22822.0,1017243;1046290;1046291;1046292,A_23_P338912;A_24_P943597;A_24_P915692;A_23_P76450,4,Arnatkeviciute et al. 2019 reannotation distributed with abagen,differential stability after 0.5 intensity filtering,Probe lists are reannotated candidates for the retained gene; abagen's public result exposes gene symbols rather than the selected probe ID.
