gene,ensembl_id,gene_weight,max_l2g_score,mean_l2g_score,n_credible_sets,study,score_interpretation,selection_rule
MAML3,ENSG00000196782,0.828688383102417,0.828688383102417,0.828688383102417,1,GCST90020227,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.655303)
ESR1,ENSG00000091831,0.8280602693557739,0.8280602693557739,0.8280602693557739,1,GCST90020227,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.655303)
TCF4,ENSG00000196628,0.811247706413269,0.811247706413269,0.811247706413269,1,GCST90020227,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.655303)
SORCS3,ENSG00000156395,0.8074818849563599,0.8074818849563599,0.8074818849563599,1,GCST90020227,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.655303)
PAX5,ENSG00000196092,0.7944532632827759,0.7944532632827759,0.7944532632827759,1,GCST90020227,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.655303)
RASGRP1,ENSG00000172575,0.7733193635940552,0.7733193635940552,0.7733193635940552,1,GCST90020227,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.655303)
FES,ENSG00000182511,0.7730885148048401,0.7730885148048401,0.7730885148048401,1,GCST90020227,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.655303)
FHIT,ENSG00000189283,0.7666894793510437,0.7666894793510437,0.7666894793510437,1,GCST90020227,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.655303)
RAB27B,ENSG00000041353,0.7637594938278198,0.7637594938278198,0.7637594938278198,1,GCST90020227,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.655303)
NRDC,ENSG00000078618,0.7599181532859802,0.7599181532859802,0.7599181532859802,1,GCST90020227,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.655303)
PAX6,ENSG00000007372,0.7539560794830322,0.7539560794830322,0.7539560794830322,1,GCST90020227,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.655303)
LINC03051,ENSG00000239268,0.753582239151001,0.753582239151001,0.753582239151001,1,GCST90020227,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.655303)
STMND1,ENSG00000230873,0.745307445526123,0.745307445526123,0.745307445526123,1,GCST90020227,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.655303)
GRM5,ENSG00000168959,0.7346566319465637,0.7346566319465637,0.7346566319465637,1,GCST90020227,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.655303)
FAM120A,ENSG00000048828,0.7344418168067932,0.7344418168067932,0.7344418168067932,1,GCST90020227,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.655303)
FAM120AOS,ENSG00000188938,0.7330881357192993,0.7330881357192993,0.7330881357192993,1,GCST90020227,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.655303)
LIN28B,ENSG00000187772,0.7330003380775452,0.7330003380775452,0.7330003380775452,1,GCST90020227,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.655303)
DRD2,ENSG00000149295,0.7296015620231628,0.7296015620231628,0.7296015620231628,1,GCST90020227,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.655303)
RSRC1,ENSG00000174891,0.7241352200508118,0.7241352200508118,0.7241352200508118,1,GCST90020227,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.655303)
CIRSR,ENSG00000138433,0.7187181115150452,0.7187181115150452,0.7187181115150452,1,GCST90020227,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.655303)
ASIC2,ENSG00000108684,0.7178345918655396,0.7178345918655396,0.7178345918655396,1,GCST90020227,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.655303)
RBFOX1,ENSG00000078328,0.7112240791320801,0.7112240791320801,0.7112240791320801,1,GCST90020227,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.655303)
PIK3C3,ENSG00000078142,0.7110368609428406,0.7110368609428406,0.7110368609428406,1,GCST90020227,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.655303)
INSYN1,ENSG00000205363,0.7107722759246826,0.7107722759246826,0.7107722759246826,1,GCST90020227,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.655303)
TANK,ENSG00000136560,0.693726122379303,0.693726122379303,0.693726122379303,1,GCST90020227,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.655303)
SHISA9,ENSG00000237515,0.6778145432472229,0.6778145432472229,0.6778145432472229,1,GCST90020227,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.655303)
CNOT4,ENSG00000080802,0.67092365026474,0.67092365026474,0.67092365026474,1,GCST90020227,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.655303)
NEGR1,ENSG00000172260,0.6676949858665466,0.6676949858665466,0.6676949858665466,1,GCST90020227,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.655303)
PUM3,ENSG00000080608,0.6634960174560547,0.6634960174560547,0.6634960174560547,1,GCST90020227,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.655303)
FURIN,ENSG00000140564,0.6580111980438232,0.6580111980438232,0.6580111980438232,1,GCST90020227,Open Targets L2G prioritization score; not proof of causality,maximum L2G score >= eligible prediction Q3 (0.655303)
